target	hg38	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Lung-Ep-Alveo	chr5:176455022-176455816	U	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.2	0	1	0	0	0	0	0	0.2	0	0	0	NA	0	NA	0	0	0
Small-Int-Ep	chr5:176550375-176550477	U	0.024	0.01	0.271	0.139	0.202	0.059	0.054	0.021	0	0.013	0.073	0.2	0	0.017	0.047	0.299	0	0.094	0	0.069	0	0	0.144	0.007	0.005	0.011	0.005	0	0.008	0.016	0	0	0	0	0	0.006	0.035	0.982	0.021	0
Ovary-Ep	chr5:176661356-176661388	U	0.085	0	0	0	0.003	0	0.059	0	0.24	0.136	0.004	0.018	0	0.058	0	0.008	0.104	0	0	0.096	0.015	0	0	0.012	0.018	0.095	0.156	0	0.85	0.013	0	0	0.014	0	0	0.019	0.021	0.005	0.006	0.01
Skeletal-Musc	chr5:176673844-176673875	U	0.066	0	0	0	0.012	0	0.004	0	0	0	0	0.098	0	0.024	0	0.04	0.014	0	0.007	0	0.019	0.236	0.004	0.011	0.008	0	0.062	0.577	0.01	0.048	0.016	0.018	0	0	0	0.019	0.633	0	0.031	0.025
Pancreas-Beta	chr5:176803767-176803808	U	0.02	0	0.005	0.018	0.015	0	0.002	0.065	0.014	0.03	0.026	0.02	0	0.011	0.02	0.146	0.023	0	0.011	0.017	0.027	0.03	0.018	0.012	0.022	0.02	0	0.023	0.022	0.083	0.096	0.631	0.024	0.029	0	0.024	0	0.017	0	0.033
Pancreas-Beta	chr5:176833993-176834117	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0.007	0.013	0	0.027	0.019	0.015	0	0	0.071	0	0	0.077	0	0.953	0.267	0.026	0	0	0	0	0.073	0
Fallopian-Ep	chr5:176904492-176905431	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0.574	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0.016	0	0	0	0
Eryth-prog	chr5:176942064-176942322	U	0.397	0.019	0.008	0	0	0	0.002	0.103	0	0	0	0.035	0.214	0.011	0.022	0.97	0	0	0.008	0.005	0.052	0.067	0.024	0	0	0	0.027	0	0	0	0.038	0	0	0	0	0	0.097	0.006	0.184	0
Megakaryocytes	chr5:176969176-176969796	U	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0.007	0	0	0	0	0.667	0	0.014	0	0	0
Bone-Osteob	chr5:177080279-177080787	U	0.017	0.022	0	0	0.008	0	0.003	0.873	0	0	0.012	0	0.028	0.012	0	0.126	0	0	0.008	0.044	0.031	0.008	0	0	0.007	0.035	0	0	0.114	0.034	0	0	0	0	0	0.007	0	0.017	0.031	0
Pancreas-Acinar	chr5:177269394-177269756	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.035	0	0	0	0.011	0	0	0	0	0	0	0.007	0	0	0.993	0	0	0.038	0.051	0	0	0	0	0	0
Epid-Kerat	chr5:177433262-177433638	U	0	0	0	0.005	0	0.008	0.005	0.036	0	0	0	0	0	0.001	0.727	0.019	0	0	0.003	0.047	0	0	0.002	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
Breast-Basal-Ep	chr5:177492453-177492703	U	0	0	0.004	0	0	0	0.002	0	0.571	0.014	0	0	0.018	0.002	0	0	0	0.016	0	0.001	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megakaryocytes	chr5:177515733-177515781	U	0.007	0.007	0.008	0.022	0.022	0	0.105	0.026	0.027	0	0	0	0	0	0.027	0.101	0	0	0.002	0.002	0.011	0.018	0	0	0	0.008	0	0	0	0	0.01	0	0	0	0.8	0	0	0	0.006	0
Pancreas-Acinar	chr5:177593075-177593543	U	0	0	0	0	0.003	0	0.001	0.031	0.016	0.014	0.066	0.016	0.026	0.012	0.043	0.041	0	0	0.028	0.047	0	0.021	0.002	0.003	0	0	0.002	0	0.006	0.891	0	0	0	0.034	0	0.005	0.01	0.036	0.027	0.006
Lung-Ep-Bron	chr5:177883966-177885347	U	0.009	0.005	0	0	0.002	0	0.006	0.018	0	0	0	0	0	0.001	0	0.012	0	0	0	0.031	0	0.013	0	0	0.09	0.611	0.003	0	0.006	0	0	0	0	0	0	0	0	0	0.012	0.022
Dermal-Fibro	chr5:177959540-177959906	U	0.147	0	0	0	0	0	0	0.079	0.022	0	0.005	0.038	0.738	0.049	0.057	0.008	0	0	0	0.003	0	0.095	0.003	0	0	0	0.003	0	0.008	0	0	0	0	0	0	0.007	0.033	0.005	0.135	0
Breast-Luminal-Ep	chr5:178080887-178081398	U	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Breast-Luminal-Ep	chr5:178098861-178098914	U	0	0.023	0.008	0	0.003	0.012	0	0.032	0.717	0.902	0.008	0	0	0.005	0.387	0.085	0	0	0.006	0.064	0	0.022	0.004	0.005	0.086	0.036	0	0	0	0.017	0.075	0.056	0.065	0.009	0	0.069	0	0	0.025	0
Eryth-prog	chr5:178177199-178177525	U	0	0.005	0.003	0	0.001	0	0.002	0.011	0	0	0	0.006	0	0.003	0.013	0.795	0	0	0.003	0.001	0	0.021	0	0.002	0.005	0	0	0.004	0	0	0	0	0.011	0	0.167	0	0.014	0.002	0.018	0
Dermal-Fibro	chr5:178281295-178281498	U	0.192	0.007	0.004	0	0	0	0.002	0	0.011	0	0	0	0.554	0.07	0	0.065	0.006	0	0.003	0.004	0	0.035	0.098	0	0	0	0	0	0	0.022	0.021	0	0	0	0	0.016	0.016	0	0.035	0
Prostate-Ep	chr5:178305258-178305346	U	0.132	0.024	0	0	0	0	0.004	0.062	0	0	0.183	0.089	0.192	0.016	0	0.113	0	0	0	0.003	0	0.06	0.005	0	0.025	0	0	0	0.051	0.008	0	0	0.014	0.012	0	0.843	0.035	0	0.519	0.977
Thyroid-Ep	chr5:178319595-178320245	U	0.015	0.028	0	0	0.002	0	0.004	0.027	0.013	0.004	0.001	0	0.152	0.001	0	0.092	0	0.011	0.002	0.001	0	0.04	0.009	0	0.016	0	0	0.003	0.01	0.023	0.016	0	0.014	0	0	0	0	0.002	0.018	0.964
Heart-Fibro	chr5:178366998-178367280	U	0.045	0.018	0	0	0	0	0.001	0.016	0	0	0.002	0	0.086	0.112	0.016	0.151	0	0	0	0	0.011	0.99	0.004	0	0	0	0.054	0	0	0.054	0.12	0.085	0.041	0.005	0.059	0.005	0.008	0	0.241	0
Smooth-Musc	chr5:178514878-178515375	U	0.188	0	0.043	0	0.029	0	0.057	0.667	0	0	0	0.357	1	0.067	0	0.375	0	0	0	0.039	0	0.704	0.018	0.021	0	0.05	0.14	0.222	0	0.231	0.158	0	0	0	0	0.04	0.6	0.032	0.692	0
Heart-Fibro	chr5:178528937-178529080	U	0.101	0.01	0	0	0.002	0	0.001	0.023	0	0	0	0.021	0.169	0.058	0	0.096	0	0.222	0.002	0	0.006	0.51	0.015	0.006	0.019	0	0.007	0	0	0.066	0	0.01	0.022	0	0	0.006	0.175	0.012	0.022	0
Thyroid-Ep	chr5:178537732-178537768	U	0	0.014	0	0.065	0.009	0	0.001	0.018	0	0	0	0	0.191	0.001	0	0.053	0	0	0	0.002	0.034	0.007	0.008	0	0.005	0	0.101	0.011	0.006	0.006	0.046	0	0.015	0	0	0	0	0.014	0.015	0.962
Heart-Cardio	chr5:178546539-178546604	U	0	0	0	0	0.006	0	0	0.034	0	0	0	0	0	0.002	0	0.027	0	0	0	0	0.948	0.021	0.005	0	0	0	0.004	0	0	0.028	0	0	0	0	0	0	0	0	0	0
Adipocytes	chr5:178869634-178869850	U	0.561	0.015	0.014	0.052	0.103	0	0.003	0.229	0	0	0	0.027	0	0.179	0.024	0.124	0	0	0	0.021	0.184	0.316	0.05	0.022	0.01	0	0.003	0	0	0.007	0.014	0	0.058	0.024	0.154	0	0.064	0.005	0.045	0
Ovary-Ep	chr5:179448591-179448812	U	0	0.269	0	0	0	0	0.035	0.333	0	0	0	0	0	0.029	0	0.231	0	0.125	0.042	0.071	0	0.2	0.065	0.071	0	0	0	0	0.312	0.269	NA	0	NA	0.176	0	0	NA	0	0.167	0
Kidney-Ep	chr5:179472765-179472950	U	0.01	0.016	0.004	0	0.003	0	0.001	0.152	0	0	0.004	0	0.021	0.012	0	0.106	0.036	0.024	0.019	0.006	0.019	0.02	0.531	0.031	0.074	0.066	0	0.004	0.012	0.075	0.006	0	0	0.005	0	0.019	0.054	0	0.039	0.045
Ovary-Ep	chr5:179501922-179502073	U	0.033	0.079	0	0	0.004	0	0.008	0.261	0	0.07	0	0	0.038	0.007	0	0.128	0.342	0	0.037	0.1	0	0.086	0.025	0.015	0.048	0.027	0.004	0	0.632	0.327	0.016	0.015	0.023	0.023	0	0.089	0	0	0.038	0
Blood-Granul	chr5:179674912-179675049	U	0.048	0	0	0.874	0.072	0	0	0	0	0	0	0	0	0.002	0	0.045	0.01	0	0.003	0	0	0	0	0.005	0	0	0.003	0	0	0.013	0	0	0	0	0	0	0.098	0	0	0
Thyroid-Ep	chr5:179676359-179676598	U	0.071	0.039	0.014	0.02	0.035	0.048	0.008	0.121	0	0	0.02	0.027	0	0.027	0.054	0.023	0.038	0	0.005	0.093	0.035	0	0.024	0.023	0.018	0.031	0.035	0.027	0.024	0.007	0.032	0.012	0	0.008	0	0.015	0.052	0.012	0.101	0.898
Bone-Osteob	chr5:179854695-179855214	U	0	0	0	0	0	0	0	0.474	0	0	0	0	0	0.004	0	0.1	0	0	0	0	0	0.011	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blood-Mono+Macro	chr5:180024505-180024843	U	0.129	0	0.215	0.429	0.642	0.062	0.02	0.062	0	0	0.021	0.083	0	0.009	0.077	0.483	0	0	0	0.006	0.038	0	0	0.077	0.043	0	0.039	0.071	0	0	0	0	0	0	0	0	0.138	0	0.048	0
Lung-Ep-Bron	chr5:180073919-180074461	U	0	0.191	0	0	0	0	0	0.077	0	0	0	0	0.091	0	0	0.128	0	0	0.008	0.25	0	0.091	0	0	0.118	0.653	0	0	0	0	0	0	0	0	0	0.02	0	0	0.057	0
Kidney-Ep	chr5:180588927-180589082	U	0.009	0.009	0	0	0.003	0	0.003	0	0	0.012	0.016	0	0.039	0.007	0	0.106	0.007	0	0.004	0.056	0.009	0.011	0.755	0.005	0.065	0.037	0.004	0.01	0.052	0.018	0.022	0.007	0	0	0	0	0.019	0.004	0.029	0.012
Eryth-prog	chr5:180782129-180782317	U	0	0	0.007	0.046	0.005	0	0.002	0	0	0	0.004	0.013	0	0.005	0	0.904	0	0	0.005	0.004	0	0.007	0.004	0.014	0.006	0	0.003	0	0	0	0.028	0	0.012	0.009	0.1	0	0.017	0	0.014	0.013
Small-Int-Ep	chr5:180990016-180990115	U	0.022	0.023	0.033	0	0.012	0	0.006	0.119	0	0	0.03	0.087	0	0.011	0.143	0.167	0	0	0.003	0	0.009	0.153	0	0.018	0.014	0	0	0	0	0	0.041	0	0.02	0	0	0	0	0.9	0.186	0
Kidney-Ep	chr6:241052-241154	U	0	0	0	0	0.002	0	0.005	0.028	0	0.011	0.013	0.022	0	0.01	0	0.162	0	0	0.015	0.009	0	0.034	0.735	0	0.005	0.012	0	0.014	0	0.02	0.029	0.008	0.008	0	0	0.011	0	0.004	0.033	0
Prostate-Ep	chr6:259430-259658	U	0.039	0.192	0	0	0	0	0.004	0.233	0.011	0.028	0.017	0.038	0.125	0.062	0.045	0.19	0.176	0.061	0.041	0.012	0.045	0.195	0.051	0.083	0.023	0.043	0.026	0	0.079	0.089	0.155	0.048	0.081	0.029	0	0.687	0.031	0	0.322	0.014
Kidney-Ep	chr6:443962-444098	U	0.092	0.022	0.017	0	0.006	0	0.002	0.125	0.056	0.047	0.022	0.078	0.12	0.101	0.087	0.192	0	0.048	0.017	0.014	0	0.129	0.727	0.015	0	0	0.028	0	0.03	0.157	0.071	0.01	0.044	0	0	0.015	0.307	0.045	0.111	0.011
Megakaryocytes	chr6:503785-503866	U	0.008	0.007	0.081	0	0.279	0.01	0	0	0	0	0	0.071	0	0.007	0	0.075	0	0	0	0	0.107	0.008	0	0.012	0	0	0.033	0.023	0	0	0	0	0	0	0.75	0	0.056	0	0.006	0
Heart-Cardio	chr6:504172-504466	U	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.014	0.039	0	0	0.001	0.001	0.946	0.009	0	0	0	0	0.001	0	0.004	0	0	0	0	0	0	0	0	0	0.006	0
Gastric-Ep	chr6:523301-523902	U	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.089	0	0	0.859	0	0	0	0.003	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0
Blood-T	chr6:548666-548817	U	0.075	0	0	0	0.045	0.256	0.894	0	0	0	0	0.075	0.056	0.006	0	0.111	0	0	0	0.005	0	0	0.143	0	0	0	0.031	0	0	0	0	0	0.02	0	0	0	0.048	0	0.011	0
Fallopian-Ep	chr6:550533-550713	U	0	0.005	0	0	0	0	0.002	0.093	0.04	0.22	0.006	0.105	0	0.005	0.022	0.094	0.856	0.026	0.014	0.081	0	0.075	0.005	0	0.025	0.109	0.043	0.131	0.135	0	0.009	0.019	0.008	0.007	0	0.109	0	0	0.034	0
Eryth-prog	chr6:604475-604839	U	0	0	0.202	0	0.002	0.155	0.001	0	0	0	0	0.032	0	0.001	0	0.941	0	0	0.053	0	0	0.009	0	0	0	0.003	0.001	0	0	0	0	0	0.005	0	0.214	0	0	0	0	0
Prostate-Ep	chr6:720637-720836	U	0	0.233	0	0.011	0	0	0	0.188	0.014	0	0.021	0.014	0	0	0	0.059	0.066	0	0	0.035	0	0.051	0.027	0.006	0	0.106	0	0	0.108	0	0.014	0	0	0	0	0.814	0	0	0.016	0.03
Head-Neck-Ep	chr6:783511-783637	U	0.017	0.006	0.005	0	0.012	0.008	0.024	0	0.022	0.023	0.006	0.015	0.048	0.014	0.071	0.084	0.246	0	0	0.811	0.007	0.009	0.075	0	0	0.031	0	0	0	0.006	0	0	0	0.007	0	0.013	0	0.006	0.038	0
Gastric-Ep	chr6:865549-865858	U	0	0.007	0.013	0	0.014	0.023	0.027	0.091	0	0	0.004	0	0	0.013	0	0.1	0.01	0	0.942	0	0	0.171	0	0.005	0	0	0.003	0	0	0	0.021	0.025	0	0	0	0	0.017	0.017	0.108	0
Bladder-Ep	chr6:1252432-1252611	U	0	0.608	0	0	0.004	0	0.005	0	0.015	0	0.058	0.023	0.022	0.001	0	0.19	0	0	0.033	0.02	0	0.027	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0.043	0	0.073	0.036	0
Dermal-Fibro	chr6:1406312-1406492	U	0.423	0.008	0.148	0.01	0.012	0	0.007	0.148	0	0	0.005	0.444	0.818	0.096	0	0.157	0.014	0	0.01	0	0	0.103	0	0.014	0.014	0	0.011	0	0.024	0.08	0.011	0	0.102	0.022	0	0.023	0.49	0.013	0.192	0
Bladder-Ep	chr6:1693360-1693535	U	0.057	0.711	0	0	0.027	0	0.02	0	0	0	0	0	0	0.031	0	0.27	0	0	0	0.007	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0.041	0
Blood-Granul	chr6:1725453-1725537	U	0.009	0	0.006	0.667	0.006	0	0.003	0	0	0	0.011	0.01	0	0.004	0	0.07	0	0	0	0.002	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0
Colon-Ep	chr6:2030403-2031131	U	0	0.023	0	0	0.014	0	0	0	0	0	1	0.038	0	0.004	0	0.167	0	0	0.134	0.05	0	0	0	0	0	0	0.02	0	0	0	0.188	0.071	0.02	0	0	0	0	0.075	0.018	0
Heart-Fibro	chr6:2184575-2185398	U	0	0.01	0	0.03	0.004	0	0	0.143	0	0	0	0.116	0.105	0.102	0.067	0.178	0	0	0.009	0.005	0.052	0.924	0.012	0	0	0.127	0	0.043	0	0	0	0	0	0	0	0.033	0	0	0.093	0
Blood-Mono+Macro	chr6:2375661-2375798	U	0.103	0.007	0.057	0.07	0.746	0	0.004	0	0.086	0.053	0	0.051	0	0.009	0	0.07	0.008	0	0	0.061	0.007	0.01	0.009	0.031	0	0.025	0.016	0.017	0.01	0	0	0	0	0	0	0	0.069	0	0.038	0.012
Bone-Osteob	chr6:2414634-2414947	U	0	0	0.005	0	0.005	0	0.003	0.791	0	0	0.005	0.133	0.164	0.012	0	0.122	0	0	0.002	0.003	0.01	0.006	0	0	0	0	0.018	0.127	0	0	0	0	0.008	0	0	0.01	0.038	0	0.034	0
Breast-Luminal-Ep	chr6:2464583-2464940	U	NA	0.067	0	0	0	0.333	0	NA	0.333	1	0	0	0	0	1	0.2	0	NA	0	0.412	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Prostate-Ep	chr6:2700902-2701454	U	0.048	0.231	0	0	0.001	0.004	0.007	0.228	0	0	0.084	0.058	0.045	0.001	0	0.084	0	0	0	0	0	0.007	0	0.002	0	0	0	0	0.015	0.008	0	0	0	0	0	0.859	0.006	0	0.344	0
Heart-Cardio	chr6:2733776-2733960	U	0	0	0	0.007	0.003	0	0.001	0	0	0	0.003	0	0	0	0	0.058	0	0	0.002	0	0.911	0	0	0	0	0	0.002	0.006	0	0	0	0.009	0	0	0	0	0.184	0	0.009	0
Blood-Granul	chr6:2801060-2801177	U	0.011	0.03	0	0.958	0.025	0	0.003	0	0	0	0.008	0.032	0	0	0	0.102	0	0	0	0.016	0	0.011	0	0	0	0.01	0	0	0.011	0.019	0	0	0	0	0.083	0	0.159	0	0.006	0
Blood-Granul	chr6:2835158-2835964	U	0	0	0	0.877	0.091	0	0.001	0	0.012	0	0	0.01	0	0	0	0.077	0	0	0.002	0.003	0	0	0	0.009	0	0	0.002	0	0	0.011	0.008	0	0	0	0	0	0.198	0	0	0
Breast-Basal-Ep	chr6:2950798-2950903	U	0.014	0.015	0	0.015	0	0	0.001	0.317	0.819	0.009	0.003	0	0.059	0.001	0.016	0.054	0	0	0.008	0.003	0	0	0	0	0	0	0.004	0	0	0	0.136	0.008	0	0	0.154	0.01	0	0.004	0.009	0.008
Thyroid-Ep	chr6:3070439-3070531	U	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.003	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.009	0	0.643
Bone-Osteob	chr6:3074915-3075081	U	0.014	0	0.056	0	0.002	0	0.001	0.746	0	0.007	0	0.039	0.071	0.021	0	0.025	0.008	0	0.002	0.014	0	0.007	0.025	0.004	0	0	0.007	0.022	0.021	0	0	0	0	0	0	0	0.011	0	0.01	0
Pancreas-Alpha	chr6:3107489-3107614	U	0.398	0.01	0	0.01	0.01	0.016	0.004	0.034	0.011	0	0.005	0	0	0	0.043	0.049	0	0	0.004	0.004	0.011	0	0	0.005	0	0	0.026	0	0	0.027	0.766	0.035	0.06	0	0	0	0.036	0	0.01	0
Pancreas-Delta	chr6:3143563-3143665	U	0	0	0	0.011	0	0	0.002	0	0	0	0	0	0	0.002	0.04	0.065	0	0	0	0	0	0.036	0	0.007	0	0.009	0.013	0.012	0	0	0	0.254	0.746	0	0	0	0	0.007	0	0.176
Lung-Ep-Bron	chr6:3267652-3267799	U	0	0.038	0	0	0.004	0	0	0	0	0	0	0	0	0.002	0	0.048	0	0	0	0.053	0	0	0	0	0.324	0.747	0.005	0	0	0	0	0.018	0	0	0	0.014	0	0	0	0
Gallbladder	chr6:3271917-3272097	U	0	0	0.011	0	0	0	0	0	0	0	0.003	0.024	0	0.004	0	0.012	0	0.848	0.024	0.013	0	0.008	0.003	0	0.013	0.048	0.01	0	0	0	0	0.009	0	0	0	0.006	0	0	0.005	0
Eryth-prog	chr6:3288291-3288632	U	0	0	0.125	0.259	0.034	0.03	0.038	0	0	0	0.048	0.118	0	0.015	0	0.872	0	0	0.029	0.063	0	0	0.029	0	0	0.023	0	0	0	0	0	0.083	0.051	0.032	0	0	0	0	0	0
Oligodend	chr6:3441752-3442245	U	0	0	0	0	0.003	0	0.001	0	0	0	0	0.012	0.048	0.001	0	0.006	0	0	0	0	0	0	0.007	0	0	0	0.068	0.932	0	0	0.004	0	0	0	0	0	0.04	0	0	0
Breast-Luminal-Ep	chr6:4164941-4165189	U	0	0	0	0	0.017	0	0	0	0.4	0.455	0	0	0	0	0	0	0	0	0	0.037	0	0.154	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
Small-Int-Ep	chr6:4263184-4263467	U	0	0	0.062	0	0	0.056	0.015	0	0	0.056	0	0.182	0	0.007	0	0.185	0	0	0	0	0	0.05	0.169	0	0.034	0	0.018	0	0	0	0	0	0	0	0	0	0	0.969	0.091	0
Lung-Ep-Bron	chr6:4907966-4908666	U	0.011	0	0	0	0.006	0	0	0	0	0	0.651	0.016	0	0	0.04	0.043	0	0.056	0.064	0.128	0	0	0.007	0	0.057	0.909	0	0	0.5	0.015	0	0	0	0	0	0.025	0	0.013	0.02	0
Colon-Ep	chr6:4909655-4909863	U	0	0	0	0	0.005	0	0	0.02	0	0.026	0.992	0.016	0	0	0	0.082	0	0	0	0.008	0	0	0.002	0.003	0	0.028	0	0	0	0.005	0	0	0	0	0	0	0.347	0.114	0.017	0
Pancreas-Delta	chr6:5088448-5088819	U	NA	0	0.25	0	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0.125	0	NA	0	0.25	NA	0	1	0	0.5	0	0.5	1	1	0	NA	0	0	0	0	0
Adipocytes	chr6:5130291-5130480	U	0.588	0	0	0	0.004	0	0.003	0	0	0	0	0.143	0.067	0.073	0	0.11	0	0.077	0	0	0.435	0.016	0.01	0	0	0	0.006	0	0	0.011	0	0	0	0	0	0	0	0	0.211	0.02
Megakaryocytes	chr6:5424911-5425017	U	0.012	0.011	0.006	0.292	0.1	0.02	0.069	0.227	0	0	0	0.068	0	0.007	0.029	0.538	0	0	0.009	0	0	0.015	0	0	0	0	0.003	0	0.01	0	0	0	0	0	1	0	0.026	0.013	0.021	0
Blood-B	chr6:5727061-5727286	U	0	0	0.875	0	0.006	0	0.004	0	0	0	0	0.036	0	0.015	0.045	0.104	0	0	0.004	0.003	0	0.022	0	0.005	0	0.019	0.009	0	0.009	0	0	0	0	0	0	0	0	0	0	0
Skeletal-Musc	chr6:5843056-5843428	U	0	0	0.037	0.05	0	0	0	0.5	0	0	0	0.091	0.5	0.018	0	0.174	0	0	0	0.031	0.125	0.24	0.283	0	0	0	0.152	0	0.056	0.136	0.143	0	0.062	0	0	0.042	0.545	0	0.158	0
Kidney-Ep	chr6:6637157-6637301	U	0	0.007	0.026	0	0.009	0.012	0.005	0	0	0	0	0.021	0.016	0.006	0	0.177	0.024	0	0.002	0	0	0.045	0.599	0.005	0	0	0.002	0	0.043	0	0	0	0.006	0	0	0	0	0.004	0.064	0.061
Eryth-prog	chr6:6873126-6873377	U	0.05	0	0	0	0.017	0.065	0.04	0.143	0	0	0	0	0	0.014	0	1	0	0	0	0.006	0	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197	0
Breast-Luminal-Ep	chr6:6911093-6911297	U	0	0.011	0	0	0	0	0.01	0.053	0.233	0.756	0	0.067	0	0.064	0	0.091	0	0	0.004	0.313	0	0.015	0	0	0	0.01	0	0	0	0.009	0	0	0	0.017	0.25	0.183	0	0	0.032	0
Colon-Ep	chr6:7192817-7193174	U	NA	0	0	0	0	0	0	0	NA	NA	0.5	0	NA	0	NA	0.333	0	NA	0	0	0	0	0	0	NA	0	0	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0
Pancreas-Beta	chr6:7244747-7244974	U	0.01	0	0	0	0	0	0.002	0	0	0	0.022	0	0	0.002	0	0.021	0	0	0	0.003	0.019	0.02	0	0	0	0	0	0.011	0.013	0.009	0.029	0.356	0	0	0.071	0	0.02	0.015	0	0
Pancreas-Acinar	chr6:7310633-7310906	U	0.007	0	0	0	0.004	0	0	0	0	0	0.023	0.063	0	0.008	0	0.024	0	0	0.008	0.052	0	0.006	0	0	0.004	0	0.003	0.011	0	0.807	0	0	0	0.012	0	0.005	0	0.016	0.039	0
Fallopian-Ep	chr6:7892039-7892195	U	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0.035	0.721	0	0.003	0	0.007	0	0.029	0	0	0	0	0	0.028	0	0	0	0	0.046	0	0	0	0	0	0
Megakaryocytes	chr6:8025248-8025702	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Bone-Osteob	chr6:8085685-8086635	U	0	0	0	0	0	0	0.066	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bone-Osteob	chr6:8173222-8173457	U	0.07	0	0.014	0.299	0.096	0.081	0.088	0.968	0.018	0.041	0.041	0.162	0.038	0.027	0	0.291	0	0	0.004	0.023	0	0.071	0	0.022	0	0	0.063	0.035	0.078	0.167	0.042	0.026	0	0.016	0	0.022	0.095	0.051	0.202	0
Epid-Kerat	chr6:9477567-9477727	U	0.009	0	0	0.006	0.007	0	0.002	0	0	0	0.007	0.01	0.039	0.004	0.651	0.093	0	0	0	0.029	0	0.017	0	0	0	0	0	0	0	0.012	0.007	0.01	0	0	0	0	0	0	0.012	0
Dermal-Fibro	chr6:9564611-9564757	U	0.414	0.005	0.005	0	0.002	0.016	0.005	0.081	0	0	0.011	0	0.75	0.051	0	0.2	0	0	0.005	0	0	0.045	0.003	0.004	0	0	0.006	0	0.007	0.023	0	0	0.011	0.007	0	0	0.12	0.005	0.081	0
Epid-Kerat	chr6:10115066-10115114	U	0.025	0	0	0	0.002	0	0.006	0	0.05	0.107	0	0	0.026	0.007	0.702	0.086	0	0	0	0	0.009	0.046	0.003	0	0	0.008	0.003	0.006	0	0	0	0.014	0	0	0	0	0.014	0.005	0.041	0
Smooth-Musc	chr6:10590911-10591459	U	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA
Blood-Mono+Macro	chr6:10624926-10625032	U	0.057	0.021	0.009	0	0.812	0.014	0	0	0	0	0	0	0	0.013	0	0.01	0	0	0.004	0	0.022	0.132	0	0.007	0	0	0.021	0.043	0.011	0.024	0	0	0	0	0	0	0	0	0.062	0
Liver-Hep	chr6:11055857-11056047	U	0	0.005	0	0	0.018	0	0.004	0.082	0	0	0.003	0	0	0.002	0.023	0.102	0.007	0.154	0.055	0.021	0	0.026	0	0.942	0	0.011	0	0	0.055	0	0	0.01	0.01	0	0.077	0	0	0	0.018	0
