target	hg19	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Epid-Kerat	chr2:109670888-109670945	U	0	0.01	0	0.012	0	0	0	0	0	0.025	0.006	0	0	0	0.794	0.143	0	0	0	0.013	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0.008	0.027	0
Fallopian-Ep	chr2:110987073-110987938	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr2:112285718-112285861	U	0.164	0.301	0	0	0.003	0.021	0	0	0	0	0.276	0.182	0.262	0.091	0.029	0.088	0	0	0.006	0	0	0.028	0.142	0.005	0	0	0.003	0	0.011	0.008	0.033	0.014	0.015	0	0	0.708	0.083	0.159	0.129	0
Lung-Ep-Alveo	chr2:112626889-112627842	U	0.005	0	0	0	0.001	0	0.002	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0.699	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0
Blood-NK	chr2:120686123-120686629	U	0.012	0	0.006	0	0.003	0.887	0.033	0	0	0	0	0.016	0	0	0	0.032	0	0	0.003	0.003	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.007	0
Head-Neck-Ep	chr2:121550957-121551278	U	0.025	0.006	0.043	0.01	0.013	0.01	0.025	0.017	0	0	0.055	0.093	0	0.005	0.434	0.125	0	0.02	0	0.926	0	0.013	0.005	0.004	0.004	0.34	0	0	0	0.018	0.007	0	0	0	0	0.014	0.01	0.014	0.023	0
Blood-Mono+Macro	chr2:122044859-122045165	U	0.238	0	0	0	0.841	0	0.016	0	0	0	0	0.143	0	0.079	0	0.296	0	0	0	0.01	0	0.074	0	0.023	0	0	0	0.074	0	0	0	0	0	0	0	0	0.067	0.065	0	0
Bladder-Ep	chr2:122419715-122420778	U	0	0.843	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0.281	0	0	0.027	0.018	0.176	0.057	0	0	0	0	0.012	0.103	0	0	0	0	0	0	0	0.208	0	0	0.02	0
Skeletal-Musc	chr2:127072611-127073081	U	0.005	0.003	0.006	0.005	0.009	0.005	0.001	0.021	0	0	0	0.033	0.016	0.008	0	0.14	0.008	0.042	0.023	0.008	0	0.052	0	0.028	0.003	0.004	0	0	0.009	0	0.008	0.012	0.006	0	0	0.016	0.689	0	0.053	0
Endothel	chr2:128394957-128395180	U	0.341	0.013	0	0	0.02	0.011	0.008	0	0.01	0	0	0.125	0.023	0.648	0.061	0.097	0.11	0.086	0	0.024	0.23	0.068	0.007	0.032	0.013	0.016	0.003	0	0.036	0.085	0.032	0.011	0.012	0	0	0.05	0.136	0	0.103	0
Endothel	chr2:128416959-128417048	U	0.242	0.012	0	0	0.023	0	0.003	0	0.014	0	0	0.135	0	0.68	0	0.043	0	0	0.005	0.014	0.124	0	0.006	0.019	0	0	0.009	0	0.015	0.011	0.015	0	0	0.013	0	0	0.078	0	0.008	0
Megakaryocytes	chr2:128528920-128529315	U	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Pancreas-Delta	chr2:129168742-129169054	U	0	0	0	0	0.003	0	0.015	0.036	0	0	0.006	0.05	0	0	0	0.102	0	0	0	0	0	0.01	0.005	0	0	0	0	0.019	0	0	0.057	0.085	0.671	0	0	0	0	0.009	0.008	0
Bladder-Ep	chr2:135276067-135276150	U	0	0.929	0	0.012	0	0	0	0	0	0.013	0.016	0	0	0.004	0.081	0.13	0	0	0	0	0	0.028	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0.127	0	0	0.056	0
Small-Int-Ep	chr2:136594907-136595049	U	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0.009	0	0	0.02	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.994	0	0
Pancreas-Delta	chr2:151905312-151906063	U	0	0	0.009	0.013	0.003	0	0.006	0	0	0	0	0	0	0.004	0	0.131	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0.008	0	0.016	0.589	0	0	0	0	0	0	0
Megakaryocytes	chr2:156120080-156120158	U	0	0	0	0	0.005	0	0.006	0	0	0	0.004	0	0	0.003	0	0.185	0	0	0	0	0	0.058	0.004	0.005	0	0	0	0	0	0	0.011	0	0	0	0.958	0	0	0	0.054	0
Endothel	chr2:160081735-160082057	U	0.352	0	0.005	0	0.031	0	0	0	0.014	0	0	0.079	0.097	0.678	0	0.065	0	0	0	0.009	0.025	0.006	0.065	0.022	0	0	0.025	0	0.016	0	0	0	0	0.006	0	0.005	0.252	0	0	0
Lung-Ep-Alveo	chr2:160086171-160086572	U	0.006	0	0	0	0.007	0.012	0.002	0.069	0	0	0	0.008	0	0.002	0	0.1	0	0	0.003	0.002	0.052	0.021	0	0	0.903	0.063	0.002	0	0	0	0	0	0.007	0	0	0	0	0	0	0.028
Pancreas-Alpha	chr2:163006618-163007096	U	0	0.046	0	0	0.002	0.008	0.001	0.021	0	0.012	0.004	0.027	0	0.011	0	0.204	0.009	0.061	0.064	0.022	0.122	0.056	0.01	0.074	0	0.013	0.012	0	0.008	0.11	0.976	0	0	0.014	0	0.04	0.023	0	0.011	0.026
Pancreas-Alpha	chr2:163007419-163008823	U	0	0.007	0	0	0.002	0	0	0	0	0	0	0.022	0	0.002	0	0.229	0	0	0.003	0.006	0	0.019	0	0	0	0	0	0	0	0.037	0.9	0	0	0	0.091	0.009	0	0.007	0.025	0
Fallopian-Ep	chr2:173721702-173722199	U	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.004	0.018	0.167	0.699	0	0	0.003	0	0.006	0.002	0.003	0	0	0	0	0	0.013	0	0	0	0.006	0	0	0	0	0.016	0
Pancreas-Acinar	chr2:182763736-182764601	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971	0	0	0	0	0	0	0	0	0	0
Lung-Ep-Alveo	chr2:203154129-203154747	U	0	0	0	0	0.003	0	0	0	0.02	0	0	0	0	0.008	0	0.049	0	0	0	0	0	0.009	0	0	0.943	0.027	0.01	0	0	0	0	0	0	0	0	0	0	0	0.013	0.011
Fallopian-Ep	chr2:206890514-206890843	U	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.019	0.036	0.681	0	0	0.002	0	0.006	0.022	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0.009	0	0.004	0
Neuron	chr2:210526620-210527069	U	0	0	0	0	0.071	0	0	0	NA	0	0	0	0	0	NA	0.4	0	0	0	0	0	0	0	0	NA	0	1	0	0	0	0	0	0	0	NA	0	0	0	0	0
Fallopian-Ep	chr2:217013459-217014356	U	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0.006	0	0.105	0.911	0.111	0	0.006	0	0.014	0	0.015	0	0	0	0	0.07	0	0	0.069	0.128	0.145	0	0	0	0	0	0
Liver-Hep	chr2:231385134-231385378	U	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0.003	0	0.056	0	0	0.003	0.005	0	0	0	0.968	0	0	0	0	0	0	0.008	0.027	0.03	0	0	0	0	0	0	0
Gastric-Ep	chr2:232284718-232284781	U	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
Blood-NK	chr2:232393196-232393817	U	0.006	0	0.007	0.044	0.005	0.925	0.024	0	0	0	0	0.017	0	0.006	0.023	0.085	0	0	0	0.001	0	0	0	0.004	0	0.003	0	0	0	0.008	0	0	0	0	0	0	0.02	0.003	0	0.004
Skeletal-Musc	chr2:232553513-232553561	U	0.1	0	0	0	0	0	0	0.031	0	0	0	0.018	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0.041	0	0	0.617	0	0	0
Prostate-Ep	chr2:232613577-232614172	U	0.012	0.024	0.004	0	0.002	0.045	0.111	0	0	0	0.017	0.027	0	0	0	0.107	0	0	0	0	0	0	0.002	0	0.008	0.014	0	0	0	0	0	0	0	0	0	0.704	0	0	0	0
Breast-Luminal-Ep	chr2:233986730-233986989	U	0.023	0.095	0.007	0	0.007	0	0	0.151	0.212	0.948	0.015	0.051	0.095	0.018	0.395	0.014	0.008	0	0.043	0.21	0	0.053	0.011	0.004	0.044	0.056	0.005	0	0.119	0.162	0.048	0.028	0.073	0.022	0	0.108	0.035	0.055	0.134	0.041
Smooth-Musc	chr2:234106430-234106750	U	0.213	0.036	0	0	0	0	0.003	0.231	0	0	0.031	0	0.143	0.021	0.091	0.017	0.224	0.053	0.089	0.079	0	0.268	0.071	0.02	0.159	0.051	0	0	0.214	0.125	0.128	0.038	0.067	0.043	0	0	0.167	0.056	0.535	0.053
Breast-Luminal-Ep	chr2:236424117-236424363	U	0	0.149	0.007	0	0.011	0	0.021	0	0.051	0.98	0.111	0.028	0.047	0.005	0	0.171	0	0	0.013	0.1	0.007	0.024	0	0.003	0	0.043	0.019	0.045	0	0	0.152	0	0.041	0	0	0.178	0.009	0	0.005	0
Heart-Fibro	chr2:236526611-236526802	U	0.027	0.006	0	0	0.004	0	0	0.159	0	0	0	0.337	0.14	0.103	0	0.121	0	0	0	0.002	0.038	0.983	0	0	0	0	0.017	0.16	0	0	0	0	0	0	0	0.029	0	0	0.148	0
Thyroid-Ep	chr2:239074186-239074709	U	0.004	0.014	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.033	0	0	0.002	0.003	0	0	0.02	0	0	0	0.004	0	0	0	0.006	0.014	0.008	0	0	0	0	0	0	0.949
Colon-Ep	chr2:240940021-240940299	U	0	0	0	0	0.007	0	0	0.021	0	0	0.913	0	0	0	0	0.037	0	0	0.005	0.009	0	0	0	0.004	0	0.013	0.018	0	0	0	0	0	0.023	0	0	0.012	0	0.012	0.022	0
Colon-Ep	chr2:242735211-242735409	U	0	0	0	0	0.009	0	0.003	0.04	0	0	0.981	0.038	0.048	0	0	0.077	0	0	0.009	0	0	0.028	0.006	0	0	0	0	0	0.014	0	0	0.019	0	0	0	0	0	0	0.014	0
Dermal-Fibro	chr3:11791178-11791496	U	0.238	0	0	0	0	0	0.004	0.038	0	0	0	0.026	0.8	0.021	0	0.105	0	0	0.005	0	0	0	0.019	0.01	0	0	0.013	0.02	0.098	0	0	0	0	0	0	0	0.038	0.014	0.02	0
Blood-Mono+Macro	chr3:13620469-13620616	U	0.066	0.006	0.127	0.185	0.74	0.279	0.063	0	0	0	0.011	0.07	0	0.01	0	0.217	0	0	0.002	0.004	0.023	0.021	0	0.022	0	0	0.017	0	0	0	0	0	0.012	0	0	0.006	0.148	0.006	0	0
Blood-NK	chr3:32945527-32945861	U	0	0.034	0.012	0	0.011	0.749	0.018	0	0	0	0	0.007	0.031	0	0	0.077	0.005	0	0	0.001	0	0.009	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0.007	0
Blood-Granul	chr3:38322197-38322421	U	0	0	0	0.96	0.028	0	0	0	0	0	0.004	0.012	0	0	0	0.092	0	0	0	0.005	0	0	0	0.005	0	0	0	0	0	0.007	0	0	0	0	0	0	0.228	0	0.007	0
Pancreas-Delta	chr3:39497339-39497426	U	0	0.008	0	0	0.003	0	0.007	0.03	0	0	0	0.018	0	0.006	0	0.104	0	0	0.019	0	0	0.021	0	0	0	0	0	0	0	0.016	0.273	0.046	0.904	0	0	0.008	0	0	0.013	0
Blood-Granul	chr3:47122329-47122886	U	0.027	0	0	0.987	0.059	0	0.001	0	0	0	0	0.022	0	0	0	0.014	0	0	0	0.002	0.007	0	0	0.004	0	0	0	0	0	0.006	0	0	0.013	0	0	0	0.167	0	0	0
Liver-Hep	chr3:52245330-52245717	U	0	0	0	0.004	0.012	0	0	0.012	0	0	0	0	0	0	0.011	0.012	0	0	0	0.001	0	0.004	0	0.867	0	0	0	0	0.014	0	0.004	0	0	0	0	0	0	0	0	0
Colon-Fibro	chr3:57657521-57657831	U	0	0	0.364	0	0	0.3	0	0	0	0	0	0.667	0	0.072	0	0.111	0	0	0	0	0	0	0	0	0	0	0.167	0	0.071	0	0	0	0	0	NA	0	0	0	0.235	0.125
Gastric-Ep	chr3:65168887-65168944	U	0	0	0	0.012	0.003	0	0	0	0.01	0	0	0	0	0.002	0	0.124	0	0	0.97	0	0	0.025	0	0	0	0	0	0	0	0.007	0	0.012	0	0	0	0	0	0	0.013	0
Epid-Kerat	chr3:65838606-65838837	U	0	0	0.006	0	0	0	0.003	0	0.017	0.009	0	0	0	0.002	0.913	0.143	0	0	0	0.002	0	0.01	0.162	0	0.005	0	0	0.017	0.028	0	0	0	0	0	0	0	0	0	0	0
Blood-B	chr3:66436552-66437002	U	NA	0	NA	NA	0	NA	0	NA	NA	0	0	NA	NA	0	0	NA	0	NA	0	0	0	NA	0	0	0	0	0	NA	NA	0	0	NA	0	NA	NA	0	NA	0	0	NA
Gallbladder	chr3:71157777-71157871	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	1	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0
Small-Int-Ep	chr3:100331802-100331981	U	0	0	0	0	0.004	0.034	0.03	0.077	0	0	0	0.048	0	0.005	0	0.205	0	0	0	0	0.014	0.042	0	0.023	0	0	0	0	0	0	0.018	0.036	0	0	0	0	0	1	0.017	0
Pancreas-Beta	chr3:115762709-115762788	U	0	0	0	0.009	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.008	0.008	0.006	0.004	0	0	0	0	0	0	0	0.574	0.012	0	0	0	0	0	0	0
Pancreas-Delta	chr3:117526700-117527245	U	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
Bladder-Ep	chr3:120097307-120097436	U	0	0.778	0	0	0.018	0	0.003	0	0.009	0	0.14	0.016	0	0.005	0	0.159	0	0	0.006	0.079	0.008	0	0.004	0	0	0.05	0.006	0	0	0.008	0.021	0	0	0.01	0	0.125	0	0.041	0	0
Colon-Ep	chr3:123667213-123667567	U	0	0	0	0	0.012	0	0	0	0	0	0.987	0.053	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0
Kidney-Ep	chr3:125062531-125062913	U	0	0	0.005	0	0	0.047	0	0	0	0	0	0	0	0.001	0	0.048	0	0	0	0	0	0.006	0.914	0	0	0	0.048	0.061	0	0	0.008	0	0.01	0.014	0.174	0	0	0	0	0
Ovary-Ep	chr3:125643874-125643979	U	0.019	0	0	0	0	0	0.003	0.118	0	0	0	0.024	0.042	0.006	0	0.128	0.065	0	0.006	0.005	0	0.076	0.03	0.064	0	0	0	0	0.761	0	0	0	0	0.021	0	0.012	0.379	0	0.033	0
Head-Neck-Ep	chr3:126650706-126650821	U	0	0.011	0	0	0.004	0	0	0	0	0	0	0	0.091	0.038	0.045	0.152	0	0	0.004	0.912	0	0	0	0.022	0.009	0.064	0	0	0	0	0	0	0	0	0	0.021	0	0	0.02	0
Pancreas-Duct	chr3:128909292-128909617	U	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0.014	0	0.048	0	0.25	0	0	0	0	0	0	0	0	0	0	0.138	0	0	0	0.2	0.826	0	0	0	0	0	0
Endothel	chr3:129326756-129326962	U	0.354	0	0.009	0	0.049	0	0.002	0.031	0.033	0	0.093	0.143	0.161	0.703	0.042	0.16	0	0	0.003	0.033	0.027	0.011	0	0.005	0.008	0	0.031	0.008	0	0	0	0	0	0.013	0	0.024	0.095	0.087	0.089	0
Fallopian-Ep	chr3:130708467-130709247	U	0	0.009	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.011	0.948	0	0	0	0	0	0	0	0	0	0.024	0	0.314	0	0	0	0	0	0	0	0	0	0.052	0
Lung-Ep-Bron	chr3:132200711-132201465	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	0	NA	1	0	0	0	0
Fallopian-Ep	chr3:136690262-136690399	U	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0.101	0.577	0	0	0	0	0.011	0	0	0	0	0.132	0	0.011	0	0	0	0	0	0	0	0	0	0	0
Gastric-Ep	chr3:137717665-137717901	U	0	0	0	0	0	0	0.003	0	0	0	0.002	0.008	0	0.002	0	0.144	0	0.14	0.993	0.001	0	0.019	0.002	0.005	0	0	0	0	0	0.025	0.006	0	0.007	0.018	0	0	0	0	0.007	0
Gallbladder	chr3:141737928-141738403	U	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.005	0	0.861	0.003	0.001	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.003	0.004	0
Lung-Ep-Bron	chr3:147749806-147750025	U	0	0.072	0.009	0	0.013	0.042	0.021	0.136	0.011	0.014	0.03	0.029	0	0.019	0	0.292	0	0	0.034	0.083	0	0.032	0.008	0.069	0.272	0.966	0	0	0	0.2	0.052	0.028	0.082	0.029	0	0.009	0	0	0.087	0
Pancreas-Acinar	chr3:148555831-148556262	U	0	0.01	0.009	0	0.003	0.007	0.003	0.017	0	0	0	0.039	0	0.007	0.02	0.011	0	0	0	0.005	0	0.033	0.002	0	0	0	0	0	0.017	0.973	0.013	0	0	0.037	0	0	0	0	0.02	0
Gallbladder	chr3:149198710-149198942	U	0	0.007	0	0.008	0.019	0	0	0	0	0	0	0	0	0.005	0	0.105	0	1	0.005	0	0	0	0.011	0.012	0	0	0	0	0	0.021	0.05	0	0	0.01	0	0.02	0.012	0	0.024	0
Blood-Granul	chr3:150286079-150286437	U	0	0	0	1	0	0	0	0	0	0	0	0.118	0	0.014	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0.048	0	0	0
Heart-Cardio	chr3:151599078-151599173	U	0.041	0	0	0	0.007	0	0.002	0	0	0	0	0.014	0.031	0.003	0	0.044	0	0	0	0	0.966	0.016	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0.04	0	0	0
Megakaryocytes	chr3:152872743-152872971	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0.007	0.004	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.6	0	0.007	0	0.003	0
Dermal-Fibro	chr3:169250875-169251264	U	0.587	0.037	0.008	0	0.015	0	0.026	0.192	0.34	0.232	0	0.19	1	0.045	0.231	0.306	0.012	0	0	0	0	0	0.075	0.083	0	0	0	0	0.067	0	0.067	0.012	0.032	0.01	0.077	0.025	0.161	0	0.236	0
Gallbladder	chr3:171463636-171463794	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.957	0	0	0.008	0	0	0	0	0	0.006	0.009	0	0	0	0	0	0	0	0	0	0	0	0
Gallbladder	chr3:171469408-171469788	U	0	0	0	0	0.003	0	0	0	0	0	0	0.008	0	0.001	0	0.021	0	0.983	0	0.003	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0.038	0	0.004	0
Pancreas-Delta	chr3:172058903-172059233	U	0	0	0	0	0	0	0.001	0.091	0.039	0	0	0	0	0.003	0	0.097	0	0	0.004	0	0.006	0.006	0	0.003	0	0.006	0.011	0	0	0.005	0.03	0.26	0.939	0.036	0	0	0	0.005	0.005	0.008
Heart-Cardio	chr3:176989876-176990257	U	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0.028	0	0	0	0	0.913	0.016	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0
Oligodend	chr3:183517689-183517916	U	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.025	0	0	0	0	0	0	0	0	0	0	0.043	0.847	0	0	0	0	0	0	0	0	0.13	0	0	0
Gallbladder	chr3:184071111-184071691	U	0	0	0.015	0	0	0	0.002	0	0.02	0	0	0.014	0.015	0	0	0.009	0	0.958	0	0.002	0	0.005	0.004	0	0	0	0.002	0	0	0.007	0	0.011	0	0	0	0	0	0.009	0.01	0
Blood-Mono+Macro	chr3:185367171-185367389	U	0.18	0.007	0.019	0	0.752	0.012	0.001	0	0	0	0	0.048	0.027	0.01	0	0.016	0.008	0	0.003	0.002	0.016	0.03	0.01	0.016	0	0	0.021	0.006	0.009	0.007	0.009	0	0	0.008	0	0.007	0.027	0	0	0
Blood-Mono+Macro	chr3:185403060-185403563	U	0.085	0	0	0	0.758	0	0.009	0.048	0.014	0	0	0.075	0.045	0.01	0	0.04	0	0	0.004	0.004	0.012	0	0.005	0.007	0	0	0.014	0	0	0	0.015	0	0	0	0	0.026	0.14	0	0.01	0
Pancreas-Beta	chr3:185519686-185520867	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pancreas-Delta	chr3:187385076-187385216	U	0	0	0	0	0.003	0	0.01	0.16	0	0	0.019	0	0.045	0.026	0.071	0.333	0	0	0.007	0.01	0.011	0.084	0	0.04	0.121	0.04	0.004	0	0.022	0.04	0.014	0.023	0.871	0.012	0.111	0.038	0	0.03	0.158	0
Bladder-Ep	chr3:189704095-189704172	U	0.078	0.965	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0.274	0	0.043	0	0
Kidney-Ep	chr3:192778355-192778486	U	0	0	0	0.009	0.002	0	0.004	0.034	0	0	0.004	0.027	0	0.005	0.024	0.158	0	0	0.002	0.004	0	0.019	0.753	0.004	0	0	0.008	0	0.02	0.012	0.009	0	0	0	0	0.007	0.112	0	0.032	0
Prostate-Ep	chr3:193675634-193675817	U	0.019	0.308	0	0	0	0.02	0.008	0.045	0	0	0	0.176	0.083	0.005	0	0.286	0.02	0	0	0.076	0.014	0.016	0	0	0	0.122	0.03	0	0.161	0	0	0	0	0	0	0.881	0	0	0.047	0
Thyroid-Ep	chr3:196643735-196643992	U	0	0.03	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0.016	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0.93
Gastric-Ep	chr4:1364945-1365430	U	0	0	0	0	0	0	0.003	0	0	0	0.002	0.006	0	0	0	0.074	0	0.161	0.938	0.006	0	0.013	0.002	0	0.038	0.007	0.004	0.005	0	0	0	0.006	0	0	0	0	0	0.003	0.009	0
Skeletal-Musc	chr4:1689116-1689175	U	0.304	0.009	0.056	0.084	0.054	0	0	0.088	0.011	0	0.019	0.082	0.269	0.056	0	0.035	0	0	0.003	0.025	0.115	0.044	0.005	0	0.007	0.018	0.025	0.01	0	0	0	0	0	0	0.062	0.017	0.621	0.019	0.041	0
Oligodend	chr4:2877658-2877779	U	0	0.017	0	0	0	0.019	0	0	0	0	0	0.077	0	0	0	0.029	0	0	0	0.007	0	0	0	0	0	0	0.034	0.945	0	0	0	0	0	0.012	0	0	0	0	0	0
Bladder-Ep	chr4:2961192-2961472	U	0.006	0.861	0	0	0.002	0	0.007	0	0	0	0	0	0	0.03	0.024	0.032	0	0	0	0.002	0	0	0.003	0	0	0	0.029	0	0	0	0	0	0	0	0.083	0.115	0.009	0	0	0
Bladder-Ep	chr4:2961841-2962323	U	0.009	0.665	0	0	0	0.01	0.024	0	0	0	0	0	0	0.001	0	0.027	0	0	0.003	0.03	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0.106	0.013	0	0.006	0
Liver-Hep	chr4:3105910-3106021	U	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0.035	0	0	0	0	0	0	0.007	0.958	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Acinar	chr4:3179772-3180232	U	0.004	0	0	0	0.001	0.005	0	0	0	0	0.025	0	0	0.004	0.016	0.051	0	0	0.001	0.001	0.004	0.004	0	0	0.003	0	0.074	0	0	0.966	0	0.01	0.014	0.034	0	0	0	0.011	0	0
Pancreas-Acinar	chr4:3181386-3182456	U	0	0	0	0.024	0	0.1	0.003	0	0	0	0.014	0	0	0	0	0.07	0	0	0.006	0.006	0	0	0.009	0	0	0	0	0	0	0.976	0	0	0	0	0	0	0	0	0.028	0
Pancreas-Alpha	chr4:3305594-3305919	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.067	0	0	0.013	0	0.059	0.022	0	0	0	0.14	0.278	0.037	0	1	0	0	0	0	0	0	0	0.04	0
Prostate-Ep	chr4:3403136-3403533	U	0	0.114	0.004	0	0.012	0	0.001	0.084	0	0	0	0.013	0.015	0.001	0.012	0.049	0	0	0	0.009	0	0	0.002	0	0	0	0.065	0	0.011	0	0	0	0	0	0	0.804	0	0	0.021	0
Ovary-Ep	chr4:3948578-3948903	U	0	0.006	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.048	0.104	0	0	0	0	0	0	0.003	0	0	0	0	0.846	0	0.014	0	0	0	0	0	0.019	0	0.004	0
Ovary-Ep	chr4:4760872-4761053	U	0	0	0	0	0	0	0.002	0	0	0	0	0.016	0.135	0.003	0.026	0.09	0.099	0	0.003	0.011	0	0.008	0	0	0	0	0.016	0	0.843	0	0	0	0	0	0	0	0.139	0.007	0.019	0
Bone-Osteob	chr4:7107002-7107095	U	0.02	0	0	0	0	0	0	0.879	0	0	0	0.039	0	0.002	0	0.077	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0	0.025	0
Ovary-Ep	chr4:8216134-8216352	U	0.012	0	0	0.009	0	0.011	0.004	0	0	0	0	0.047	0.023	0.008	0	0.162	0.163	0	0.049	0.002	0.204	0.017	0.006	0.003	0.005	0.028	0	0	0.75	0	0	0	0	0	0	0.01	0.023	0	0.041	0
Bone-Osteob	chr4:8487488-8488144	U	0.021	0	0	0	0.002	0	0.004	0.813	0.096	0.028	0.002	0.009	0	0.001	0	0.12	0	0	0.002	0.011	0	0.024	0	0.002	0	0	0.029	0	0.024	0	0	0	0	0	0	0	0.009	0	0.018	0
Heart-Fibro	chr4:17083666-17084168	U	0	0	0.01	0	0.007	0	0.016	0.158	0.013	0.035	0.008	0.05	0	0.015	0.056	0.366	0	0	0.03	0.025	0.115	0.923	0	0.019	0.038	0.011	0	0	0	0.247	0	0	0.039	0.02	0	0.012	0	0	0.01	0
Pancreas-Duct	chr4:20354428-20354668	U	0.017	0	0	0.017	0	0	0.017	0	0	0	0.007	0	0	0.002	0	0.26	0.03	0	0.038	0	0	0	0.137	0.039	0	0	0	0	0.012	0.083	0	0	0	0.938	0.125	0	0.017	0.009	0	0
