target	hg38	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Head-Neck-Ep	chr2:65023994-65024093	U	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.001	0.107	0	0	0	0.003	0.831	0	0	0	0	0.006	0.033	0.015	0	0	0	0	0	0	0	0	0.068	0	0	0	0
Lung-Ep-Alveo	chr2:73496737-73496999	U	0	0	0	0	0.007	0	0	0	0	0	0	0.077	0	0	0	0.25	0	0	0.009	0	0	0	0	0	1	0.075	0	0	0	0	0	0.038	0	0	0	0	0	0.017	0.018	0
Eryth-prog	chr2:73976499-73976681	U	0	0	0	0	0.005	0	0.006	0	0	0	0	0	0	0	0	0.982	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0.034	0	0	0
Lung-Ep-Alveo	chr2:85656721-85657902	U	0	0.032	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0.099	0.05	0.1	0	0.046	0	0	0	0	0.937	0.176	0	0	0.092	0	0	0	0	0	0	0.018	0	0	0	0
Lung-Ep-Alveo	chr2:85658572-85659314	U	0.004	0	0	0	0.004	0	0.001	0	0	0	0	0	0	0.001	0.024	0.048	0	0	0.001	0.001	0	0	0	0	0.845	0.003	0	0.003	0.003	0.006	0	0	0	0	0	0	0	0.005	0.003	0
Lung-Ep-Alveo	chr2:85663408-85663936	U	0	0	0	0	0.003	0	0.001	0	0	0	0	0	0	0.001	0	0.056	0.012	0.016	0	0.001	0	0.004	0.001	0	0.888	0.003	0.009	0	0.01	0.003	0	0	0	0.004	0	0	0	0	0	0
Lung-Ep-Alveo	chr2:85667147-85667679	U	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	NA	0.091	0	0	0	0	0	0	0	0	0.929	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Prostate-Ep	chr2:87539075-87539367	U	0	0.149	0.008	0.08	0.007	0.011	0.045	0	0.053	0	0.011	0.017	0	0	0.067	0.023	0	0	0.013	0.091	0	0	0.01	0	0.023	0	0	0	0	0	0.017	0	0	0	0	0.76	0	0	0	0
Megakaryocytes	chr2:96483493-96483808	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0	0	0	0	0.01
Pancreas-Duct	chr2:96503930-96504276	U	0	0	0.011	0	0.003	0	0	0	0.011	0.047	0	0	0	0.002	0	0.025	0	0	0	0.021	0	0.034	0.194	0	0	0.295	0	0	0	0.036	0	0	0.015	0.981	0	0.019	0.037	0.008	0.05	0.014
Pancreas-Duct	chr2:96504355-96504873	U	0	0	0	0	0.007	0	0.001	0	0	0.008	0	0	0.023	0.007	0	0.018	0	0	0	0.01	0	0.005	0.052	0	0.003	0.013	0.004	0.005	0.005	0.022	0	0	0.007	0.778	0	0	0	0	0.012	0
Kidney-Ep	chr2:98685874-98686174	U	0	0	0	0	0	0	0	0.188	0	0	0	0	0	0.013	0	0.15	0	0	0	0	0	0.139	0.884	0.014	0	0	0.048	0	0.05	0	0	0	0	0	0	0	0	0.017	0.1	0
Dermal-Fibro	chr2:99074202-99074331	U	0.315	0.019	0	0	0	0	0.003	0	0	0.01	0	0.015	0.8	0.058	0	0.085	0	0	0	0.002	0.042	0.018	0.003	0	0.005	0.023	0.068	0.014	0.008	0.006	0.009	0	0	0	0	0.013	0.014	0	0.034	0
Gastric-Ep	chr2:102478950-102479443	U	0.006	0	0.063	0	0.015	0.004	0.011	0	0	0	0.001	0.065	0.011	0.009	0.01	0.067	0	0	0.977	0.001	0	0.01	0.027	0	0	0	0	0	0	0.009	0.004	0.008	0	0	0	0	0	0	0.015	0
Pancreas-Duct	chr2:105935736-105937027	U	0	0	0	NA	0	0	0	NA	0	NA	0	0	0	0	NA	0.25	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	NA	NA	0	0	0	0
Breast-Basal-Ep	chr2:108459877-108459939	U	0	0	0	0	0	0	0	0	0.752	0	0	0	0	0.005	0	0.021	0	0	0	0.01	0.015	0	0	0	0	0.016	0	0.007	0.009	0	0	0	0.009	0	0	0.008	0.019	0	0.007	0
Epid-Kerat	chr2:109054432-109054489	U	0	0.007	0	0.019	0	0	0	0	0	0.036	0.005	0	0	0.003	0.825	0.126	0	0	0.003	0.02	0	0.018	0.004	0	0	0	0	0	0	0.008	0	0.019	0	0	NA	0.007	0	0.007	0.023	0
Pancreas-Duct	chr2:112816736-112817136	U	0.034	0	0	0	0	0	0.003	0.042	0	0	0	0	0	0	0	0.164	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0.049	0	0.05	0.854	0	0	0	0	0	0
Bladder-Ep	chr2:112958274-112958428	U	0	0.866	0	0	0.016	0	0.002	0	0	0	0	0.021	0.05	0.005	0	0.221	0	0	0	0.044	0.01	0	0.009	0	0.088	0.018	0	0	0	0	0.013	0.015	0.013	0	0	0.161	0	0	0.05	0
Blood-NK	chr2:119928547-119929053	U	0.01	0	0.005	0	0	0.879	0.031	0	0.008	0	0	0.015	0	0	0	0.034	0	0	0.002	0.002	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.012	0
Head-Neck-Ep	chr2:120793381-120793702	U	0.03	0.004	0.035	0	0.009	0.015	0.028	0.015	0	0	0.056	0.086	0.022	0.007	0.429	0.117	0	0	0.002	0.911	0	0.016	0.004	0.009	0.003	0.338	0	0	0	0.014	0.006	0	0.007	0	0	0.024	0.008	0.023	0.019	0
Blood-Mono+Macro	chr2:121287283-121287589	U	0.286	0	0.024	0	0.857	0	0.011	0.077	0	0	0.021	0.133	0	0.065	0	0.239	0	0	0	0.007	0	0.054	0	0.036	0	0	0.027	0.056	0	0	0	0	0.026	0	0	0	0.062	0.051	0	0
Bladder-Ep	chr2:121662139-121663202	U	0	0.844	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0.293	0	0	0.022	0.02	0.167	0.077	0	0	0	0	0.01	0.105	0	0	0	0	0	0	0	0.224	0	0	0.042	0
Endothel	chr2:127659385-127659474	U	0.248	0.008	0	0	0.03	0	0.002	0.037	0.011	0	0	0.121	0	0.685	0	0.057	0	0	0.004	0.012	0.148	0	0.009	0.027	0	0	0.008	0	0.011	0.008	0.013	0	0	0.01	0	0	0.071	0	0	0
Megakaryocytes	chr2:127771346-127771741	U	0	0	0	0	0	0	0	0	0	0.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Thyroid-Ep	chr2:130159366-130160425	U	0	0.004	0	0	0.003	0	0	0	0.006	0	0	0	0	0.001	0.044	0.017	0.013	0	0	0.005	0.004	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.008	0.887
Megakaryocytes	chr2:130274639-130275244	U	0	0.008	0.018	0	0	0	0.009	0.184	0	0	0.01	0.018	0	0.015	0	0.161	0.022	0.095	0.015	0.003	0	0.118	0.017	0.015	0	0	0.004	0.008	0	0.063	0	0.037	0.051	0	0.953	0.008	0	0	0.079	0
Bladder-Ep	chr2:134518496-134518579	U	0	0.907	0	0	0	0	0	0	0	0.011	0.013	0	0	0.003	0.077	0.133	0	0	0	0	0	0.034	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0.128	0.016	0	0.058	0
Blood-Granul	chr2:149568566-149568764	U	0	0	0	1	0.042	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0.014	0	0	0	0	0	0	0.2	0	0	0
Megakaryocytes	chr2:155263568-155263646	U	0.156	0.042	0.026	0.008	0.028	0.019	0.016	0	0.007	0.021	0.028	0	0.021	0.021	0.019	0.192	0.03	0.087	0.009	0.014	0.006	0.063	0.044	0.052	0.015	0.046	0.003	0.007	0.008	0.12	0.019	0.031	0.034	0.037	0.957	0.018	0	0.01	0.085	0.01
Lung-Ep-Alveo	chr2:159229718-159230061	U	0	0.004	0	0.004	0.009	0.011	0.002	0.077	0	0	0	0.008	0	0.002	0	0.123	0	0	0.003	0.001	0.059	0.02	0	0	0.887	0.105	0.003	0.004	0	0	0	0.007	0.011	0	0	0.004	0.009	0	0	0.05
Pancreas-Alpha	chr2:162141929-162142077	U	0	0.019	0	0	0.01	0	0.027	0.029	0	0	0	0.028	0	0.005	0	0.18	0.009	0	0.006	0.012	0	0.047	0.004	0	0	0	0	0	0	0.107	0.939	0.024	0	0.027	0	0	0	0	0.072	0
Pancreas-Alpha	chr2:162151782-162152313	U	0	0.005	0	0	0.002	0	0	0.037	0	0	0	0.02	0	0.002	0	0.205	0.008	0	0.006	0.006	0	0.018	0	0	0	0	0	0	0	0.042	0.902	0	0	0.009	0.091	0.008	0	0.006	0.023	0
Gallbladder	chr2:170926579-170926755	U	0	0.006	0	0	0.002	0	0.003	0	0	0	0	0	0	0.01	0	0.072	0.008	0.914	0.002	0.008	0	0.037	0.003	0	0	0	0.003	0	0.036	0.012	0.022	0.047	0.008	0	0	0.013	0.012	0	0.016	0
Fallopian-Ep	chr2:172856974-172857164	U	0	0.083	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.833	0.5	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0.062	0	0
Small-Int-Ep	chr2:174669584-174669733	U	0	0	0	0	0.004	0	0.001	0	0	0	0.01	0	0	0.001	0.022	0.225	0.008	0	0.002	0.002	0	0.007	0	0.003	0	0	0.003	0	0.007	0	0	0	0	0.013	0	0	0	0.983	0.015	0
Blood-B	chr2:197145151-197145248	U	0	0.013	0.948	0	0.022	0	0.002	0	0.01	0.029	0.004	0.197	0	0.02	0	0.048	0	0	0.003	0.007	0.009	0	0	0	0.006	0.008	0	0	0.008	0	0	0	0	0	0	0	0	0	0.007	0
Lung-Ep-Alveo	chr2:202289406-202290024	U	0	0.006	0	0	0.005	0	0	0.029	0.016	0	0	0	0	0.008	0	0.05	0	0	0.002	0.005	0	0.022	0	0	0.945	0.035	0.012	0	0	0	0	0	0.01	0	0	0	0	0	0.02	0.009
Fallopian-Ep	chr2:206025790-206026119	U	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.016	0.035	0.633	0	0	0.001	0	0.011	0.02	0	0	0	0.002	0	0.02	0	0	0	0.006	0	0	0	0.008	0	0.007	0
Neuron	chr2:209661896-209662345	U	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0.333	0	0	0	0	0	0	0	0.143	NA	0	1	0	0	0	0	0	0	0	NA	0	0	0	0.143	0
Fallopian-Ep	chr2:216148736-216149633	U	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.008	0	0.114	0.914	0.143	0	0.005	0	0.013	0	0.014	0	0	0	0	0.054	0	0	0.056	0.132	0.158	0	0	0	0	0.011	0
Blood-NK	chr2:225096332-225096380	U	0	0	0	0	0.006	0.614	0.035	0	0	0	0.003	0	0	0.004	0	0	0.008	0	0.002	0.002	0	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liver-Hep	chr2:230520419-230520663	U	0	0.006	0	0	0.014	0	0.001	0	0	0	0	0	0	0.003	0	0.05	0	0	0.002	0.004	0	0	0	0.957	0	0	0	0	0	0	0.007	0.023	0.035	0	0	0	0	0	0.011	0
Gastric-Ep	chr2:231420007-231420070	U	0	0	0	0.02	0.006	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.886	0	0	0.021	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009
Blood-NK	chr2:231528482-231528612	U	0	0.005	0	0.042	0.007	0.93	0.022	0	0.006	0	0.003	0.021	0	0.014	0.024	0.09	0	0	0	0	0	0.006	0.005	0.006	0	0	0.015	0.042	0	0.018	0.007	0	0	0	0	0	0.11	0	0.005	0
Blood-NK	chr2:231528706-231529106	U	0.015	0	0.016	0.051	0.008	0.925	0.022	0	0	0.006	0.002	0.009	0	0.002	0.016	0.08	0	0	0	0.001	0	0	0	0.003	0	0.004	0	0	0	0.004	0	0	0	0	0	0	0.009	0	0	0.007
Skeletal-Musc	chr2:231688803-231688851	U	0.081	0	0	0	0	0	0.002	0.027	0	0	0	0.015	0	0.002	0	0.018	0	0.033	0	0	0	0	0.008	0	0	0	0.021	0.01	0	0	0	0	0	0.049	0	0	0.646	0	0	0
Prostate-Ep	chr2:231748867-231749462	U	0.019	0.018	0.003	0	0.001	0.036	0.103	0	0	0	0.019	0.023	0	0	0	0.111	0	0	0.003	0	0	0	0.002	0	0.007	0.015	0	0	0	0	0.005	0	0	0	0	0.707	0	0	0.003	0
Eryth-prog	chr2:233057916-233058038	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0.94	0	0	0.002	0.004	0	0	0	0	0	0	0.012	0	0	0.038	0.008	0	0	0	0	0	0	0	0.023	0
Breast-Luminal-Ep	chr2:233122112-233122279	U	0.01	0.052	0.008	0	0.006	0	0	0.024	0.072	0.888	0.013	0.016	0	0.006	0.16	0.022	0	0	0.039	0.097	0	0.073	0.012	0.004	0.041	0.036	0.004	0	0.025	0.114	0.047	0.013	0.099	0.038	0	0.053	0.033	0.063	0.103	0.045
Blood-Mono+Macro	chr2:233242913-233243096	U	0.082	0.006	0.007	0.065	0.827	0.012	0.007	0	0	0.028	0	0.009	0.026	0.007	0	0.014	0.043	0	0.008	0.005	0.007	0.023	0.014	0.038	0.012	0	0.011	0	0	0.006	0.021	0	0	0	0	0	0.042	0	0.006	0
Breast-Luminal-Ep	chr2:235515473-235515719	U	0	0.147	0.005	0	0.013	0	0.019	0	0.058	0.984	0.106	0.025	0.018	0.005	0	0.159	0	0	0.013	0.089	0.005	0.028	0	0.003	0	0.053	0.015	0.048	0	0	0.13	0	0.031	0	0.059	0.155	0.008	0	0.004	0
Blood-Granul	chr2:237989693-237990093	U	0	0	0	0.966	0.076	0	0	0	0	0	0	0.028	0	0.001	0.027	0.083	0	0	0	0	0.014	0	0.005	0.009	0	0	0	0	0	0.011	0	0	0	0	0	0	0.195	0	0	0
Pancreas-Acinar	chr2:238044041-238044241	U	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0.002	0	0.024	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.942	0	0	0.019	0.027	0	0	0	0	0	0
Thyroid-Ep	chr2:238165545-238166068	U	0.004	0.018	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.031	0	0	0.001	0.001	0	0	0.02	0	0	0.003	0.005	0	0	0	0.005	0.019	0	0	0	0	0	0	0	0.943
Pancreas-Beta	chr2:238385217-238385308	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.974	0.01	0	0	0	0	0	0.007	0
Colon-Ep	chr2:240000604-240000882	U	0	0	0	0	0.006	0	0	0.018	0	0	0.89	0	0	0	0.044	0.042	0	0	0.004	0.009	0	0	0	0.004	0.005	0.017	0.016	0	0	0	0	0	0.017	0	0	0.01	0	0.009	0.023	0
Neuron	chr2:240818244-240818327	U	0.034	0.01	0	0	0	0	0.002	0	0	0	0.117	0.017	0.059	0.018	0	0.21	0	0.043	0.012	0.035	0	0.041	0.01	0.006	0	0.01	0.92	0.228	0.026	0.154	0.09	0.258	0.09	0	0	0	0.026	0.183	0.02	0
Colon-Ep	chr2:241795796-241795994	U	0	0	0	0	0.013	0	0.002	0.036	0	0	0.973	0.03	0.038	0	0	0.09	0	0	0.007	0	0	0.035	0.005	0	0	0	0	0	0.011	0	0	0.016	0	0	0	0	0	0	0.011	0
Dermal-Fibro	chr3:11749704-11750022	U	0.292	0	0	0	0	0	0.002	0.057	0	0	0	0.018	0.72	0.027	0	0.105	0	0	0.011	0.006	0	0	0.012	0.007	0	0	0.009	0.012	0.103	0	0	0	0	0	0	0	0.043	0.009	0.035	0
Blood-Mono+Macro	chr3:13578969-13579116	U	0.09	0.009	0.106	0.177	0.728	0.254	0.062	0	0	0	0.009	0.089	0	0.007	0	0.229	0	0	0.002	0.004	0.018	0.023	0	0.031	0	0	0.012	0	0	0	0.008	0.008	0.019	0	0	0.005	0.163	0.005	0	0
Blood-NK	chr3:15451180-15451332	U	0	0	0	0	0.002	0.95	0.016	0	0.009	0	0	0.014	0	0	0	0.093	0	0	0.002	0	0	0	0	0.004	0	0	0	0	0.007	0	0	0	0.012	0	0	0	0	0.006	0	0
Gastric-Ep	chr3:30651811-30652003	U	0.089	0	0	0	0.008	0	0.003	0	0.019	0.023	0.014	0	0	0.087	0	0.142	0	0	0.952	0.002	0	0	0	0.017	0	0	0	0	0	0	0	0	0.014	0.007	0	0	0	0.016	0	0
Blood-NK	chr3:32904152-32904369	U	0.004	0.041	0.012	0	0.008	0.728	0.028	0	0	0	0.002	0	0.027	0	0	0.086	0.005	0	0.001	0.005	0	0.012	0.004	0.002	0.003	0.004	0	0	0	0	0	0.029	0.005	0	0	0.034	0	0	0.01	0
Pancreas-Delta	chr3:39455848-39455935	U	0	0.006	0	0	0.002	0	0.007	0.023	0	0	0	0.029	0	0.007	0	0.12	0	0	0.015	0.002	0	0.027	0	0	0	0	0.003	0	0	0.013	0.312	0.028	0.872	0	0	0.007	0	0	0.012	0
Breast-Basal-Ep	chr3:44959130-44959257	U	0	0.005	0	0	0	0	0.001	0	0.75	0.018	0	0	0	0	0	0.005	0	0	0.002	0.004	0	0	0.008	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0
Lung-Ep-Alveo	chr3:47143900-47144006	U	0	0	0	0	0.004	0	0.002	0	0	0	0.004	0	0	0.001	0	0	0	0	0.002	0	0	0	0	0	0.841	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liver-Hep	chr3:52211314-52211701	U	0	0	0	0.006	0.012	0	0	0.01	0	0	0	0	0	0.001	0.01	0.015	0	0	0.001	0.002	0.003	0.003	0.001	0.853	0	0	0	0	0.013	0	0.004	0.004	0	0.003	0	0	0	0	0	0
Adipocytes	chr3:53223941-53224385	U	0.581	0.006	0.009	0	0.006	0	0	0.071	0	0	0	0	0.029	0.102	0	0.136	0	0	0	0.015	0.007	0.01	0.007	0.029	0	0	0.004	0	0	0	0	0.04	0.012	0	0.2	0	0.019	0	0.05	0
Bone-Osteob	chr3:61575066-61575221	U	0.115	0.027	0.104	0	0.023	0.081	0.022	1	0	0	0	0.106	0.261	0.056	0	0.167	0	0	0	0.028	0	0.045	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.009	0.073	0	0.084	0
Heart-Fibro	chr3:64594587-64595039	U	0.006	0	0	0.005	0.003	0.019	0.008	0.02	0.028	0.006	0	0.015	0	0.04	0	0.175	0	0	0.005	0.001	0.03	0.845	0.006	0.005	0	0	0.003	0.008	0.005	0.004	0	0	0	0	0	0.017	0.212	0	0.046	0
Gastric-Ep	chr3:65183212-65183269	U	0	0.006	0.006	0.008	0.002	0.009	0.001	0	0.014	0	0	0	0	0.003	0	0.107	0	0	0.962	0	0	0.015	0	0	0.011	0	0	0	0	0.005	0	0.02	0	0	0	0.007	0	0	0.017	0
Epid-Kerat	chr3:65852931-65853162	U	0.01	0.004	0.007	0.01	0.012	0	0.008	0.065	0.032	0.006	0.002	0	0.021	0.01	0.9	0.148	0.015	0.043	0.006	0.007	0.004	0.026	0.144	0.01	0.007	0.014	0.003	0.012	0.02	0	0.007	0.014	0	0	0	0.009	0.008	0	0.004	0
Bladder-Ep	chr3:70873752-70873989	U	0	0.757	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0.231	0	0	0.154	0.071	0	0	0	0.04	0	0	0	0	0	0.083	0	0	0	0	0	0.074	0	0.032	0	0
Megakaryocytes	chr3:100284677-100285459	U	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Small-Int-Ep	chr3:100612958-100613137	U	0.02	0	0	0	0.003	0.027	0.034	0.1	0.012	0.012	0	0.062	0	0.004	0	0.192	0	0.062	0	0.004	0	0.032	0	0.02	0	0	0	0	0	0	0.016	0.03	0	0	0	0	0	1	0.028	0
Pancreas-Beta	chr3:116043862-116043941	U	0.006	0	0	0.007	0	0	0.001	0	0	0	0	0	0	0.001	0	0.007	0	0	0.004	0	0	0.007	0.007	0.003	0	0	0	0	0	0	0	0.587	0.01	0	0	0	0	0	0	0
Pancreas-Delta	chr3:117807853-117808398	U	NA	0	NA	NA	NA	NA	0.333	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	NA	NA	0	NA	0	NA	NA
Megakaryocytes	chr3:122395161-122395494	U	0	0	NA	0	0.333	0	0	0	0	0	0	NA	0	0	0	0.667	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	0	NA	0	0	0	0	0
Pancreas-Duct	chr3:123247895-123248090	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0.025	0.105	0.759	0	0	0	0	0	0
Colon-Ep	chr3:123948366-123948720	U	0	0	0	0.007	0.01	0	0	0	0	0	0.965	0.056	0	0	0	0.006	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0.009	0
Kidney-Ep	chr3:125343687-125344069	U	0	0	0.004	0	0	0.045	0	0	0	0	0	0	0	0.001	0	0.042	0	0.043	0	0	0	0.005	0.915	0	0	0	0.05	0.057	0	0	0.007	0	0.014	0.026	0.174	0	0	0	0	0
Blood-Granul	chr3:128991686-128991794	U	0.013	0.007	0	0.934	0.026	0	0.002	0	0	0	0	0.012	0	0.001	0	0.06	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173	0	0.004	0
Endothel	chr3:129607913-129608119	U	0.345	0	0.007	0	0.04	0	0.002	0.056	0.029	0	0.087	0.148	0.171	0.681	0	0.144	0	0	0.005	0.031	0.03	0.019	0	0.005	0.006	0	0.022	0.007	0	0.007	0	0	0	0.01	0	0.021	0.08	0.08	0.066	0
Fallopian-Ep	chr3:130989623-130990403	U	0	0.006	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.009	0.954	0	0	0.003	0	0	0	0	0	0	0.021	0	0.273	0	0.01	0	0	0.009	0	0	0	0	0.045	0
Fallopian-Ep	chr3:136971420-136971557	U	0	0	0.007	0	0	0	0.009	0	0	0	0	0	0	0	0	0.076	0.544	0	0	0	0.008	0.009	0.008	0	0	0	0.12	0	0.019	0	0	0	0	0	0	0	0	0.006	0	0
Gastric-Ep	chr3:137998823-137999059	U	0	0	0	0	0.001	0	0.003	0	0	0	0.002	0.007	0	0.002	0	0.151	0	0.138	0.989	0.001	0	0.021	0.002	0.004	0	0	0	0.003	0	0.024	0.005	0	0.005	0.015	0	0	0	0	0.01	0
Thyroid-Ep	chr3:138784432-138784872	U	0.006	0.023	0.013	0	0.001	0.013	0.005	0.021	0.003	0.01	0.002	0.005	0	0.001	0	0.036	0.004	0	0.002	0.02	0.003	0.003	0.015	0.002	0	0	0.003	0	0.007	0	0	0	0.004	0.011	0	0.008	0.006	0.002	0.002	0.881
Gallbladder	chr3:142019086-142019561	U	0	0.006	0.007	0	0.003	0	0.001	0.015	0.005	0	0.004	0.007	0	0.006	0.013	0.012	0.005	0.864	0.006	0.004	0.006	0.008	0.002	0.004	0.006	0	0	0.003	0.005	0.003	0	0	0.007	0.008	0	0	0.006	0	0.021	0.016
Liver-Hep	chr3:142962838-142962887	U	0	0	0.007	0	0.013	0.009	0.003	0	0	0	0	0.038	0	0.009	0	0.032	0	0	0	0.008	0	0	0	0.875	0.005	0.006	0.002	0	0	0.006	0	0	0	0	0	0	0	0	0	0
Pancreas-Acinar	chr3:148838044-148838475	U	0	0.012	0.009	0	0.002	0.005	0.002	0.011	0.008	0	0	0.03	0	0.007	0.014	0.018	0	0	0.001	0.004	0	0.025	0.002	0	0	0	0	0	0.008	0.964	0.014	0	0	0.035	0	0	0	0	0.019	0
Gallbladder	chr3:149480934-149481155	U	0	0.005	0	0.007	0.024	0	0	0	0	0	0	0	0	0.002	0	0.116	0	1	0.002	0	0	0	0.007	0.019	0	0	0	0	0	0	0.01	0	0	0	0	0	0.011	0.005	0.016	0.008
Blood-Granul	chr3:150568292-150568650	U	0	0	0	0.952	0	0	0	0	0	0	0	0.111	0	0.011	0	0	0.031	0	0	0	0	0	0	0	0	0	0.027	0	0.107	0	0	0	0	0	0	0	0.04	0	0	0
Megakaryocytes	chr3:153154954-153155182	U	0	0	0	0	0.001	0	0.001	0.011	0	0	0	0	0	0.001	0	0.003	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.004	0	0	0	0.6	0	0.006	0	0.003	0.004
Dermal-Fibro	chr3:169533087-169533476	U	0.56	0.026	0.006	0	0.012	0	0.028	0.111	0.323	0.222	0	0.211	1	0.04	0.219	0.255	0.01	0	0	0.002	0.008	0	0.059	0.085	0	0	0	0	0.087	0	0.061	0.009	0.024	0.008	0.071	0.026	0.118	0	0.228	0
Gallbladder	chr3:171745940-171746004	U	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.026	0	0.917	0	0	0	0.009	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0
Gallbladder	chr3:171746039-171746283	U	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.002	0.017	0.022	0	0.983	0.002	0	0	0	0.002	0	0	0	0.015	0.112	0	0.064	0	0	0	0	0	0	0	0	0	0.012
Gallbladder	chr3:171751618-171751998	U	0	0.003	0.003	0.004	0.005	0	0.001	0	0.008	0	0	0.006	0	0.001	0	0.015	0	0.94	0.002	0.003	0	0.008	0.002	0.002	0.003	0	0.001	0	0.009	0	0	0	0.01	0.004	0	0.004	0.037	0.003	0.003	0
Pancreas-Delta	chr3:172341113-172341443	U	0	0	0	0	0	0	0.002	0.098	0.031	0	0	0	0	0.002	0	0.098	0	0	0.003	0.002	0.005	0.005	0	0.003	0	0.005	0.011	0	0	0.009	0.027	0.264	0.919	0.036	0	0	0	0.004	0.013	0.007
Gallbladder	chr3:184353323-184353903	U	0	0	0.012	0	0	0	0.002	0	0.019	0	0	0.017	0.012	0.001	0	0.007	0	0.889	0.001	0.002	0	0.012	0.005	0	0	0	0.006	0	0	0.009	0	0.009	0	0	0	0	0	0.007	0.008	0
Blood-Mono+Macro	chr3:185649428-185649601	U	0.317	0.059	0.085	0	0.831	0	0.008	0	0	0	0	0.138	0.182	0.047	0	0.027	0.119	0	0.007	0.006	0.059	0.14	0.02	0	0	0	0.024	0.02	0	0	0.02	0	0	0.023	0	0.019	0.042	0	0	0
Bladder-Ep	chr3:189986306-189986383	U	0.044	0.956	0.008	0	0.006	0	0	0	0	0	0	0	0	0.026	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0.291	0	0.035	0	0
