target	hg19	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Epid-Kerat	chr2:9960715-9960843	U	0.017	0.008	0	0	0.009	0	0	0	0.379	0.182	0.013	0	0.083	0	0.976	0.038	0	0.095	0.009	0.109	0	0	0.053	0	0.182	0.019	0.009	0	0.009	0	0	0	0	0	0	0	0.014	0.2	0.007	0
Breast-Luminal-Ep	chr2:10113464-10113990	U	0	0	0	0	0	0	0	NA	0	1	0	0	0	0.273	NA	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NA	0	0.333	0
Bladder-Ep	chr2:10162285-10162472	U	0	0.763	0.009	0	0	0	0.014	0	0.029	0.079	0	0.036	0	0.002	0.273	0.132	0	0	0	0.011	0	0.032	0.098	0	0	0	0	0	0	0	0.023	0	0	0	0	0.1	0	0	0.025	0
Bladder-Ep	chr2:10162505-10162865	U	0	0.765	0.007	0	0	0	0.001	0	0	0	0.016	0.024	0.054	0.004	0	0.127	0.008	0	0.007	0.002	0	0.016	0.165	0.007	0.005	0	0.002	0	0.007	0	0	0	0	0	0	0.097	0	0.117	0.01	0
Small-Int-Ep	chr2:10163043-10163411	U	0.024	0.104	0	0	0	0	0.018	0	0	0	0.089	0.018	0	0.006	0	0.2	0	0.118	0.231	0	0	0.117	0.148	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.961	0.022	0
Pancreas-Duct	chr2:10495617-10496039	U	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.009	0	0.267	0	0	0	0	0	0	0.146	0	0	0	0.025	0	0	0	0	0.05	0	0.4	NA	0	0	0	0.043	0
Pancreas-Duct	chr2:10496564-10496712	U	0	0.052	0	0	0.02	0	0.012	0	0	0	0	0	0	0.011	0	0.071	0	0.143	0.022	0.009	0	0	0.321	0	0.06	0	0	0	0	0.024	0	0	0	0.676	0	0.028	0.033	0.045	0	0
Breast-Luminal-Ep	chr2:10600695-10600769	U	0.01	0.087	0	0	0	0	0.031	0.026	0.143	0.853	0.006	0.015	0.136	0.012	0.174	0.104	0.081	0	0.026	0.005	0.009	0.022	0.032	0	0.092	0.104	0	0	0.013	0.011	0.022	0	0.02	0	0	0.05	0	0	0.022	0
Breast-Basal-Ep	chr2:10711981-10712382	U	0	0	0	0	0.003	0	0	0	0.92	0.273	0	0	0	0	0.053	0.026	0	0	0.003	0.02	0	0	0.01	0.139	0	0.047	0.021	0.003	0.004	0	0	0	0	0.004	0	0.068	0	0	0	0
Lung-Ep-Alveo	chr2:10926417-10927234	U	0	0	0	0	0.008	0	0	0	0	0	0	0	0.036	0.004	0	0.163	0	0	0.003	0.003	0	0	0.05	0	0.56	0.028	0.044	0	0	0.026	0	0	0	0	0	0	0	0	0.008	0
Adipocytes	chr2:10955156-10955481	U	0.615	0.013	0	0	0.015	0	0	0.034	0.011	0	0.005	0.055	0.16	0.272	0	0.091	0	0	0	0.011	0	0.037	0.011	0.024	0	0.008	0.035	0.009	0	0	0	0	0	0	0	0	0.039	0.006	0.008	0
Heart-Cardio	chr2:10985095-10985195	U	0	0	0.017	0	0.003	0	0	0	0	0	0	0	0.043	0.008	0	0.225	0	0	0	0	0.986	0.039	0.007	0	0	0	0.046	0	0	0.008	0	0	0	0.008	0	0	0.047	0	0.075	0
Bladder-Ep	chr2:11108531-11108714	U	0.033	0.779	0	0	0.012	0	0.021	0.273	0	0.029	0.02	0.015	0.083	0.013	0.033	0.18	0	0.217	0.129	0.017	0	0.05	0.004	0.016	0.023	0	0.052	0	0.025	0	0	0	0	0.041	0	0.042	0	0.117	0.056	0
Breast-Basal-Ep	chr2:11303769-11304163	U	0.009	0	0	0	0	0	0.002	0.065	0.871	0.025	0	0	0	0.007	0	0.147	0	0	0	0.003	0.008	0.01	0.037	0	0.046	0.009	0.089	0	0	0	0	0	0.014	0	0	0.009	0.052	0	0.042	0
Pancreas-Beta	chr2:11587515-11587922	U	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0.098	0	0	0.007	0	0.021	0	0	0	0.121	0.043	0	0	0	0	0.028	0.852	0.143	0	0	0	0	0	0.018	0
Ovary-Ep	chr2:11652968-11653251	U	0.024	0	0	0	0	0	0.007	0	0	0.118	0	0.017	0	0.012	0	0.303	0.968	0.034	0.003	0.023	0	0.105	0.012	0	0.007	0	0.008	0	0.96	0	0	0	0	0	0	0.008	0.018	0	0.099	0
Heart-Fibro	chr2:11770032-11770565	U	0.043	0	0	0	0.004	0.01	0.003	0	0	0	0	0.087	0.043	0.086	0	0.227	0	0	0.004	0.004	0.031	0.851	0.002	0.003	0	0.037	0.012	0.033	0	0	0.016	0	0.019	0	0	0.006	0.184	0	0.31	0
Thyroid-Ep	chr2:11774338-11774976	U	0.002	0.021	0	0	0.001	0.004	0.001	0.008	0	0	0	0.004	0	0	0.009	0.166	0	0	0.002	0.002	0	0.025	0.013	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.004	0.022	0.892
Prostate-Ep	chr2:11780658-11780763	U	0.19	0.066	0.014	0	0.009	0	0.018	0.056	0.21	0.19	0	0.048	0	0.046	0.278	0.221	0	0	0	0.032	0	0.058	0.056	0	0.012	0.079	0.005	0.015	0.015	0	0	0	0	0	0	0.506	0	0.01	0.273	0
Liver-Hep	chr2:11855955-11856493	U	0.028	0	0	0	0.015	0	0.004	0.023	0.052	0.179	0	0	0	0.002	0	0.133	0	0	0	0	0	0	0	0.953	0	0	0	0	0	0	0	0	0	0.047	0	0	0.011	0	0.005	0
Skeletal-Musc	chr2:11917270-11917430	U	0.086	0.008	0	0	0	0	0	0.067	0	0	0	0.083	0.059	0.056	0	0.071	0	0	0	0.057	0.009	0.03	0.007	0	0.013	0.008	0.04	0.022	0.091	0.008	0	0.011	0	0	0	0.006	0.656	0	0.079	0
Eryth-prog	chr2:11928477-11928813	U	0	0	0	0.018	0.006	0.081	0	0	0.023	0.079	0	0	0	0.003	0	1	0.019	0	0.024	0.01	0.014	0.041	0.016	0	0.101	0.019	0	0	0	0.013	0	0	0.034	0	NA	0	0	0	0.013	0
Gastric-Ep	chr2:11960587-11960862	U	0	0.094	0	0	0.008	0	0	0.071	0	0	0	0	0	0	0	0.129	0	0	0.987	0	0	0	0	0	0	0	0.048	0	0	0.25	0	0	0	0	0	0.079	0	0	0	0
Kidney-Ep	chr2:12020617-12020905	U	0.021	0.013	0	0.009	0.002	0	0.003	0.02	0.035	0.061	0.009	0.114	0.152	0.042	0	0.124	0.118	0	0.005	0.019	0	0.055	0.708	0	0	0.034	0.017	0	0.096	0.013	0.017	0.01	0	0.017	0	0.006	0.077	0.005	0.087	0.239
Bladder-Ep	chr2:12027522-12027768	U	0	0.589	0	0	0	0	0	0.038	0	0	0.121	0.04	0	0.003	0	0.067	0	0	0.009	0.008	0	0.096	0	0	0	0.12	0.006	0	0	0.014	0	0	0	0	0	0.034	0	0	0.064	0
Epid-Kerat	chr2:12245659-12246345	U	0.005	0.003	0	0	0	0	0	0	0	0.005	0.008	0	0.012	0.001	0.919	0.1	0	0	0.001	0.147	0.067	0.003	0	0.002	0	0	0	0	0	0.006	0	0	0	0	0	0.007	0.034	0	0	0
Gallbladder	chr2:13672594-13673103	U	0.004	0	0	0.004	0.008	0	0.002	0.051	0	0	0.004	0.005	0	0.003	0	0.176	0	0.956	0.003	0.001	0	0.059	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.073	0
Smooth-Musc	chr2:15023945-15025360	U	0.25	0.231	0.25	0	0.091	0	0.147	0.25	0	0	0	0	0	0.091	0	0.375	0	NA	0	0.069	0	0.455	0	0.231	0	0	0	0	0.143	0	0	0	0	0	NA	0	0	0.091	0.5	0
Epid-Kerat	chr2:15686808-15687804	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smooth-Musc	chr2:15896674-15897594	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fallopian-Ep	chr2:15948155-15948337	U	0.014	0	0	0.019	0.009	0.024	0.011	0.44	0	0	0	0	0.053	0.012	0	0.221	0.912	0	0.023	0.009	0	0.055	0.162	0	0.012	0	0.006	0	0.066	0.026	0	0	0	0	1	0	0	0	0.113	0
Smooth-Musc	chr2:16023241-16024247	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Smooth-Musc	chr2:16266027-16266345	U	0.179	0.017	0.192	0.023	0.032	0.122	0.126	0.176	0.024	0	0.018	0.167	0.2	0.113	0.083	0.361	0.029	0	0	0.006	0.019	0.703	0	0.011	0	0.019	0.009	0	0	0.064	0	0	0.029	0.021	0	0	0.094	0.071	0.738	0
Smooth-Musc	chr2:16405035-16405417	U	NA	NA	NA	NA	0	0	0.5	NA	NA	NA	NA	NA	0	0.091	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	0	0	0	NA	0	0	0	NA	0	NA	NA	1	NA
Pancreas-Beta	chr2:16550422-16550583	U	0.072	0	0.011	0.013	0.015	0	0.007	0.222	0	0	0.007	0	0	0.009	0	0.147	0.091	0.045	0	0	0	0.193	0.195	0.006	0	0	0	0	0.039	0.02	0.25	0.982	0.036	0.026	0.333	0.012	0	0	0.173	0
Pancreas-Alpha	chr2:16573537-16573701	U	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0.041	0	0.071	0	0	0	0.012	0	0.407	0	0	0	0	0	0	0	0.048	0.737	0	0	0	0	0	0	0	0.147	0
Smooth-Musc	chr2:16635792-16636538	U	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.667	0
Head-Neck-Ep	chr2:17623091-17623243	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.167	0.282	0.032	0.25	0	0.825	0	0.069	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0.061	0.062	0	0.048	0
Colon-Ep	chr2:17830574-17830762	U	0	0	0	0.007	0.004	0	0	0	0	0	0.857	0.019	0	0	0	0.043	0	0	0.006	0.005	0	0	0	0	0	0	0.127	0	0	0	0	0	0	0	0	0	0.011	0.142	0	0
Gastric-Ep	chr2:17862228-17862982	U	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0.961	0	0	0	0	0	0.031	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0
Heart-Cardio	chr2:18706465-18707123	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr2:20211187-20211641	U	0	0.183	0	0.024	0.007	0	0.004	0.2	0.049	0.383	0.028	0.019	0	0.008	0.091	0.11	0.013	0	0	0.015	0.01	0.026	0.004	0.038	0	0	0.003	0	0.038	0.06	0	0	0	0.011	0	0.458	0	0.067	0.008	0.026
Liver-Hep	chr2:20884740-20885173	U	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0	NA	0	0.067	0	0	0	0.929	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Liver-Hep	chr2:21267334-21267449	U	0.032	0	0	0.024	0.007	0	0.053	0	0	0.027	0.012	0	0	0.017	0.071	0.109	0.028	0	0.076	0.043	0	0.113	0	0.931	0.057	0.049	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0.114
Pancreas-Duct	chr2:21538966-21540015	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr2:22816942-22817627	U	0	0.695	0	0	0.019	0	0.002	0.031	0.139	0.422	0.005	0.012	0.032	0	0.069	0.248	0	0	0.009	0	0	0.139	0	0	0	0	0	0	0.125	0.015	0	0	0	0	0	0.942	0	0.007	0.237	0
Breast-Basal-Ep	chr2:23645918-23646162	U	0	0	0	0	0.002	0	0.001	0	0.862	0.006	0.003	0.047	0	0.03	0	0.072	0	0	0.002	0.003	0	0	0	0.011	0.003	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0
Skeletal-Musc	chr2:23741540-23742109	U	0.048	0.012	0	0	0.004	0.022	0.021	0	0.053	0	0	0.056	0.133	0.008	0.083	0.17	0	0	0.005	0.053	0.018	0.096	0.096	0.009	0.053	0.12	0.01	0	0.017	0.009	0	0	0	0.026	0	0	0.686	0.015	0.111	0.179
Bladder-Ep	chr2:24260144-24260497	U	0.034	0.806	0	0	0.007	0	0.004	0	0	0.03	0	0	0	0	0.154	0.125	0	0	0	0	0	0	0.129	0	0	0	0.009	0	0	0.016	0	0	0	0	0	0.104	0	0	0.014	0
Blood-Granul	chr2:24310755-24310909	U	0.09	0	0	1	0.227	0	0	0	0	0	0.005	0	0	0.007	0	0.11	0	0	0.005	0.014	0	0.013	0	0.06	0	0	0	0	0	0.04	0	0	0.018	0	0	0	0.189	0	0	0
Heart-Fibro	chr2:24475040-24476123	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.024	0	0.789	0	0	0	0	0	0	0	0.077	0	0	0	0	0	0	0	0	0	0
Dermal-Fibro	chr2:25078998-25079555	U	0.076	0.025	0	0	0	0	0.001	0	0	0	0	0.049	0.528	0.03	0	0.221	0	0	0	0.009	0	0.036	0.003	0	0.005	0	0.028	0	0	0.005	0	0	0	0	0	0	0.043	0	0.042	0.009
Fallopian-Ep	chr2:25180401-25181309	U	0.212	0	0	0	0	0	0	0	0	0	0.012	0	0	0.004	0	0.139	0.685	0	0	0	0	0	0	0	0.019	0	0	0	0.058	0.017	0	0	0	0	0	0.053	0	0	0	0
Breast-Basal-Ep	chr2:25355689-25355881	U	0	0	0	0	0	0	0.004	0	0.877	0.093	0	0	0	0.002	0	0.077	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bone-Osteob	chr2:25456972-25457243	U	0	0	0	0.009	0.005	0	0.002	0.806	0.009	0.11	0	0.011	0	0.007	0	0.029	0	0	0	0.009	0	0	0.045	0	0	0.013	0.043	0.01	0.007	0	0	0.011	0	0	0	0	0	0	0	0
Bone-Osteob	chr2:25457344-25457481	U	0	0	0	0	0	0	0	0.897	0.032	0.048	0	0.116	0	0.012	0.029	0.037	0	0	0.005	0.011	0	0.025	0.123	0	0.012	0.034	0.018	0.037	0.081	0	0	0.011	0.029	0	0	0.007	0.016	0	0.023	0.009
Blood-Mono+Macro	chr2:25503391-25503476	U	0.131	0.171	0.39	0	0.854	0	0	0	0	0	0	0.109	0	0.012	0	0.114	0	0	0.011	0.009	0.015	0	0.006	0.026	0	0	0.006	0.061	0	0	0	0	0	0	0	0.047	0.061	0.025	0.015	0
Blood-B	chr2:25642578-25642831	U	0	0.014	1	0	0.252	0.161	0.136	0	0	0	0	0.271	0	0.016	0	0.127	0	0	0.005	0.013	0	0.016	0	0	0	0	0.006	0	0	0	0.283	0.323	0.091	0	0	0	0	0	0	0
Kidney-Ep	chr2:25705734-25706207	U	0	0	0.125	0	0.023	0.023	0	0	0.026	0	0	0.05	0	0.007	0	0.082	0	0	0	0	0	0	0.107	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lung-Ep-Alveo	chr2:25851442-25851858	U	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.026	0.25	0.125	0	0	0.034	0.023	0	0.059	0	0	0.727	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0
Neuron	chr2:26202681-26203068	U	0	0	0	0	0.003	0	0.007	0.037	0.025	0	0.005	0.018	0	0.005	0	0.143	0	0	0.003	0.003	0.012	0	0	0.006	0	0	0.572	0	0	0	0.011	0.029	0	0	0	0.008	0.02	0	0.006	0
Heart-Cardio	chr2:26500986-26501647	U	0	0	0	0	0	0	0	0	0.009	0	0	0.013	0	0.002	0	0.039	0	0	0	0.002	0.834	0	0	0	0	0	0.037	0.01	0	0.006	0	0	0	0	0	0	0.014	0	0.019	0
Small-Int-Ep	chr2:26505537-26506631	U	0	0.004	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.603	0	0
Breast-Luminal-Ep	chr2:26525035-26525657	U	0.213	0.071	0	0.524	0.039	0	0.002	0	0.901	1	0	0.013	0	0	0.3	0.058	0	0	0.003	0	0	0.016	0.055	0	0	0	0	0	0	0	0	0	0	0.009	0	0.328	0.106	0	0.006	0
Thyroid-Ep	chr2:26854285-26854460	U	0	0.019	0.025	0	0	0	0.01	0.217	0	0	0	0.015	0	0	0	0.185	0	0	0.016	0	0	0.021	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978
Bone-Osteob	chr2:27173679-27174079	U	0	0	0	0	0.008	0.009	0.007	0.794	0	0.008	0	0	0	0.002	0.027	0.085	0	0	0.002	0.002	0.007	0.028	0	0.009	0	0.006	0.005	0	0	0	0	0.008	0	0	0	0	0	0	0.018	0
Neuron	chr2:27249156-27250149	U	0.004	0	0	0	0	0	0.001	0	0.011	0	0.002	0.015	0	0.003	0	0.11	0.052	0	0	0.006	0.008	0.018	0.01	0	0.007	0	0.639	0.016	0.005	0.004	0	0.007	0.023	0	0	0	0.132	0.003	0.074	0
Megakaryocytes	chr2:27276503-27276816	U	0.062	0	0	0	0.005	0	0.003	0	0.051	0	0	0.019	0.083	0.171	0.074	0.254	0.018	0	0.02	0.075	0.061	0.05	0.005	0	0.034	0.141	0.035	0.053	0	0	0.077	0.067	0.133	0.015	1	0.035	0.152	0	0.011	0.02
Breast-Luminal-Ep	chr2:27433191-27433456	U	0.009	0.015	0	0	0.003	0	0	0	0.103	0.872	0.004	0	0	0.002	0	0.018	0	0	0	0.019	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0.008	0	0	0	0
Heart-Cardio	chr2:27465812-27466369	U	0	0	0	0.011	0.014	0.006	0	0.014	0	0	0	0	0	0	0	0.048	0	0	0.005	0	0.72	0.004	0	0.005	0.003	0	0.024	0	0	0	0	0.005	0	0.004	0.056	0	0	0.003	0.01	0
Thyroid-Ep	chr2:27550212-27550532	U	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0.003	0.005	0	0.002	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572
Blood-Mono+Macro	chr2:28021477-28021672	U	0.047	0.01	0.228	0.743	0.913	0.027	0.053	0	0	0	0.016	0.119	0	0.023	0	0.253	0	0	0.004	0.016	0.012	0	0.005	0.026	0	0	0.005	0.011	0	0.012	0	0	0	0	0	0	0.093	0	0.008	0
Bone-Osteob	chr2:28246318-28247000	U	0.023	0	0	0	0	0	0	0.963	0	0	0	0	0.056	0.022	0	0.073	0	0	0	0.099	0	0.038	0	0	0	0	0.201	0	0	0	0.022	0	0	0	0	0	0.042	0	0.11	0.036
Dermal-Fibro	chr2:28575383-28575838	U	0.1	0.329	0.025	0	0.005	0.163	0.003	0	0	0	0.004	0.126	0.586	0.037	0	0.159	0	0	0.002	0.024	0.034	0.008	0.085	0.004	0.216	0.023	0.012	0	0.022	0	0.008	0	0.009	0	0	0.038	0.012	0	0.006	0.07
Lung-Ep-Bron	chr2:28941738-28942085	U	0.143	0	0	0	0	0	0.022	1	0.1	0.286	0	0.5	0.5	0.047	0	0.143	0	0	0.029	0.4	0	0	0.048	0	0.273	0.9	0	0	0	0	0	0	0	0	0	0.1	0.2	0	0.3	0
Bladder-Ep	chr2:29447485-29447586	U	0.069	0.834	0	0.01	0.024	0	0.007	0.031	0	0.088	0.005	0.016	0	0.004	0	0.174	0	0	0.023	0.038	0	0	0.004	0.015	0.007	0.116	0.058	0	0.038	0.049	0.011	0	0	0.011	0	0.11	0.042	0.012	0.025	0
Heart-Fibro	chr2:29583894-29583996	U	0	0	0.009	0	0	0	0.002	0.029	0	0.015	0.011	0	0	0.011	0	0.268	0	0	0.003	0.005	0.033	0.69	0	0.011	0	0	0.01	0	0	0	0	0	0	0	0	0	0.232	0	0.19	0
Bone-Osteob	chr2:29803511-29803861	U	0.042	0	0.047	0.01	0.007	0.041	0.017	0.902	0	0.011	0.003	0	0.386	0.038	0	0.19	0	0	0	0	0	0.025	0.003	0	0	0	0.002	0	0.009	0	0	0	0	0	0	0	0.05	0	0.033	0
Pancreas-Duct	chr2:30396958-30397404	U	0.031	0	0	0	0	0	0.068	0.1	0	0	0	0	0	0.004	0.2	0.053	0	0	0.007	0.032	0	0.184	0	0	0	0.039	0	0	0	0	0.022	0	0	0.509	0	0	0.105	0	0.149	0
Bladder-Ep	chr2:30524427-30524604	U	0	0.827	0.038	0	0.006	0	0.002	0.045	0.011	0.095	0.01	0.333	0.065	0.014	0.074	0.01	0	0	0.068	0.006	0	0.01	0	0.03	0.039	0.076	0	0	0.088	0	0	0.015	0	0	0	0.09	0	0	0.007	0
Prostate-Ep	chr2:30566703-30566897	U	0	0	0	0	0.007	0	0	0	0	0	0.047	0	0	0	0	0.024	0	0	0.008	0.207	0	0	0.084	0.017	0.04	0.022	0.068	0.171	0	0	0	0.059	0.036	0	0	0.604	0	0.034	0.06	0
Bladder-Ep	chr2:30653591-30653622	U	0	0.887	0	0	0	0	0	0	0	0.105	0	0	0	0.021	0	0.11	0	0	0.067	0	0	0	0	0.007	0.009	0	0	0	0.013	0.01	0	0	0	0	0	0.184	0	0	0.095	0
Blood-T	chr2:31391325-31391430	U	0	0	0.082	0	0.015	0.141	0.533	0.219	0	0	0.009	0.038	0.031	0.005	0	0.124	0	0	0.013	0.005	0.007	0.06	0	0	0.053	0	0	0	0	0.02	0	0	0	0.012	0	0	0	0.013	0.094	0
Ovary-Ep	chr2:31507921-31508241	U	0	0	0	0	0	0	0.003	0	0	0	0.002	0	0	0.013	0	0.047	0.321	0	0	0.001	0	0.016	0.002	0	0	0	0.005	0.022	0.719	0	0	0	0	0	0	0	0	0	0.097	0.006
Megakaryocytes	chr2:32157652-32158023	U	0	0	0	0	0.043	0.17	0.374	0	0	0	0	0.262	0	0.112	0	0.113	0	0	0	0	0	0.016	0	0.008	0	0	0.006	0	0	0	0	0	0	0	1	0.014	0	0	0	0
Breast-Basal-Ep	chr2:32290174-32290379	U	0	0	0	0	0	0	0	0	0.621	0.047	0	0	0	0	0	0	0	0	0	0.017	0	0	0.005	0	0	0.07	0.002	0	0.007	0	0	0	0	0	0	0.005	0	0	0	0.007
Blood-Granul	chr2:32521593-32522355	U	0.029	0	0	0.872	0.027	0	0	0	0	0	0	0.014	0	0	0	0.02	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.216	0	0	0
Oligodend	chr2:33034259-33034641	U	0	0	0	0	0	0	0	0	0	0	0	0.133	0	0.006	0.083	0.2	0	0	0.022	0	0.091	0	0	0	0	0	0.03	0.943	0	0	0	0	0	0	NA	0	0	0	0	0
Heart-Fibro	chr2:33056234-33056867	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Small-Int-Ep	chr2:33315587-33316223	U	0	0	0.037	0	0.036	0	0.027	0	0	0	0.286	0.182	0	0	0	0.059	0	0	0	0.1	0.056	0	0	0	0	0	0	0	0	0.1	0.071	0.048	0.036	0	0	0	0	1	0	0
Lung-Ep-Bron	chr2:33447183-33447527	U	0	0	0	0	0.025	0	0.005	0	0.095	0	0	0.027	0	0.004	0.083	0	0	0	0	0.207	0	0	0	0	0.053	0.945	0	0	0	0	0	0	0	0	0	0.082	0	0	0.018	0
Heart-Fibro	chr2:33461893-33462341	U	0	0	0	0	0	0	0.25	0	0	0	0	0	NA	0.375	0	0	0	0	0	0.111	NA	1	0	0	0	0	0	0	0	0	0	0	1	NA	NA	0	NA	0	0	0
Blood-B	chr2:33755483-33756007	U	0	0	1	0	0.051	0	0	0	0	0	0	0.4	0	0.039	0	0.25	0	0	0.016	0.016	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovary-Ep	chr2:34978257-34978307	U	0	0.009	0	0	0.003	0	0.002	0	0	0	0.005	0	0	0	0	0.114	0.281	0	0	0.006	0	0.038	0.012	0.011	0	0	0	0	0.876	0.009	0	0	0	0	0	0.14	0.048	0	0.055	0
Smooth-Musc	chr2:35015692-35016199	U	0	0.273	0.286	0	0.042	0	0.306	0	0	0	0	0.182	0	0.081	0	0.4	0	NA	0.034	0.148	0	0.25	0	0.438	0	0	0	0	0	0	0	0	0.143	0	NA	0	0	0.071	0.571	0
Dermal-Fibro	chr2:36422199-36422488	U	0.583	0.009	0.009	0.012	0.009	0	0.002	0.194	0.033	0	0.005	0.07	0.968	0.063	0	0.227	0	0	0.003	0.021	0	0.13	0	0.006	0	0	0	0	0.075	0.037	0.025	0.302	0.038	0	0	0.008	0.296	0	0.127	0
Pancreas-Delta	chr2:36468795-36469537	U	NA	0	0	0	0	NA	0	NA	0	NA	0.25	0	NA	0	NA	NA	0	NA	0	NA	0	NA	0	0	NA	0	0	0	NA	0.5	NA	NA	1	0	NA	NA	0	NA	NA	0
Pancreas-Alpha	chr2:36985565-36985846	U	0	0.019	0.011	0	0.012	0.019	0.013	0	0	0	0	0.062	0.154	0.066	0	0.242	0	0	0.014	0	0.03	0.035	0.062	0.008	0.01	0	0.031	0	0	0.235	0.921	0.064	0.061	0.017	0	0	0.045	0.012	0.093	0
Gastric-Ep	chr2:37118525-37119160	U	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0.097	0	0	0.989	0	0	0	0	0	0	0	0	0.055	0	0	0	0	0	0	0	0	0	0	0.021	0
Oligodend	chr2:37126135-37127118	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	NA	0	NA	0	0	0
Eryth-prog	chr2:37642469-37642704	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	1	0	0	0.004	0	0.011	0	0	0	0	0	0	0	0	0.022	0	0	0	0.014	1	0	0.018	0	0	0
Ovary-Ep	chr2:37972883-37974015	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
